longitude,latitude,sea_temperature
-75.35,-4.04,0.0
-75.35,-3.79,0.0
-75.35,-3.54,0.0
-75.35,-3.29,0.0
-75.35,-3.04,0.0
-75.35,-2.79,0.0
-75.35,-2.54,0.0
-75.35,-2.29,0.0
-75.35,-2.04,0.0
-75.35,-1.79,0.0
-75.35,-1.54,0.0
-75.35,-1.29,0.0
-75.35,-1.04,0.0
-75.35,-0.79,0.0
-75.35,-0.54,0.0
-75.35,-0.29,0.0
-75.35,-0.04,0.0
-75.35,0.21,0.0
-75.35,0.46,0.0
-75.35,0.71,0.0
-75.35,0.96,0.0
-75.35,1.21,0.0
-75.35,1.46,0.0
-75.35,1.71,0.0
-75.35,1.96,0.0
-75.35,2.21,0.0
-75.35,2.46,0.0
-75.35,2.71,0.0
-75.35,2.96,0.0
-75.35,3.21,0.0
-75.35,3.46,0.0
-75.35,3.71,0.0
-75.35,3.96,0.0
-75.35,4.21,0.0
-75.35,4.46,0.0
-75.35,4.71,0.0
-75.35,4.96,0.0
-75.35,5.21,0.0
-75.35,5.46,0.0
-75.35,5.71,0.0
-75.35,5.96,0.0
-75.35,6.21,0.0
-75.35,6.46,0.0
-75.35,6.71,0.0
-75.35,6.96,0.0
-75.35,7.21,0.0
-75.35,7.46,0.0
-75.35,7.71,0.0
-75.35,7.96,0.0
-75.35,8.21,0.0
-75.35,8.46,0.0
-75.35,8.71,0.0
-75.35,8.96,0.0
-75.35,9.21,0.0
-75.35,9.46,0.0
-75.35,9.71,0.0
-75.35,9.96,0.0
-75.35,10.21,0.0
-75.35,10.46,0.0
-75.35,10.71,26.862167
-75.35,10.96,26.74564
-75.35,11.21,26.5688
-75.35,11.46,26.5499
-75.35,11.71,26.682558
-75.35,11.96,26.786568
-75.35,12.21,26.917301
-75.35,12.46,27.01144
-75.1,-4.29,0.0
-75.1,-4.04,0.0
-75.1,-3.79,0.0
-75.1,-3.54,0.0
-75.1,-3.29,0.0
-75.1,-3.04,0.0
-75.1,-2.79,0.0
-75.1,-2.54,0.0
-75.1,-2.29,0.0
-75.1,-2.04,0.0
-75.1,-1.79,0.0
-75.1,-1.54,0.0
-75.1,-1.29,0.0
-75.1,-1.04,0.0
-75.1,-0.79,0.0
-75.1,-0.54,0.0
-75.1,-0.29,0.0
-75.1,-0.04,0.0
-75.1,0.21,0.0
-75.1,0.46,0.0
-75.1,0.71,0.0
-75.1,0.96,0.0
-75.1,1.21,0.0
-75.1,1.46,0.0
-75.1,1.71,0.0
-75.1,1.96,0.0
-75.1,2.21,0.0
-75.1,2.46,0.0
-75.1,2.71,0.0
-75.1,2.96,0.0
-75.1,3.21,0.0
-75.1,3.46,0.0
-75.1,3.71,0.0
-75.1,3.96,0.0
-75.1,4.21,0.0
-75.1,4.46,0.0
-75.1,4.71,0.0
-75.1,4.96,0.0
-75.1,5.21,0.0
-75.1,5.46,0.0
-75.1,5.71,0.0
-75.1,5.96,0.0
-75.1,6.21,0.0
-75.1,6.46,0.0
-75.1,6.71,0.0
-75.1,6.96,0.0
-75.1,7.21,0.0
-75.1,7.46,0.0
-75.1,7.71,0.0
-75.1,7.96,0.0
-75.1,8.21,0.0
-75.1,8.46,0.0
-75.1,8.71,0.0
-75.1,8.96,0.0
-75.1,9.21,0.0
-75.1,9.46,0.0
-75.1,9.71,0.0
-75.1,9.96,0.0
-75.1,10.21,0.0
-75.1,10.46,0.0
-75.1,10.71,0.0
-75.1,10.96,26.55905
-75.1,11.21,26.462143
-75.1,11.46,26.529194
-75.1,11.71,26.751417
-75.1,11.96,26.80294
-75.1,12.21,26.838453
-75.1,12.46,26.934155
-74.85,-4.29,0.0
-74.85,-4.04,0.0
-74.85,-3.79,0.0
-74.85,-3.54,0.0
-74.85,-3.29,0.0
-74.85,-3.04,0.0
-74.85,-2.79,0.0
-74.85,-2.54,0.0
-74.85,-2.29,0.0
-74.85,-2.04,0.0
-74.85,-1.79,0.0
-74.85,-1.54,0.0
-74.85,-1.29,0.0
-74.85,-1.04,0.0
-74.85,-0.79,0.0
-74.85,-0.54,0.0
-74.85,-0.29,0.0
-74.85,-0.04,0.0
-74.85,0.21,0.0
-74.85,0.46,0.0
-74.85,0.71,0.0
-74.85,0.96,0.0
-74.85,1.21,0.0
-74.85,1.46,0.0
-74.85,1.71,0.0
-74.85,1.96,0.0
-74.85,2.21,0.0
-74.85,2.46,0.0
-74.85,2.71,0.0
-74.85,2.96,0.0
-74.85,3.21,0.0
-74.85,3.46,0.0
-74.85,3.71,0.0
-74.85,3.96,0.0
-74.85,4.21,0.0
-74.85,4.46,0.0
-74.85,4.71,0.0
-74.85,4.96,0.0
-74.85,5.21,0.0
-74.85,5.46,0.0
-74.85,5.71,0.0
-74.85,5.96,0.0
-74.85,6.21,0.0
-74.85,6.46,0.0
-74.85,6.71,0.0
-74.85,6.96,0.0
-74.85,7.21,0.0
-74.85,7.46,0.0
-74.85,7.71,0.0
-74.85,7.96,0.0
-74.85,8.21,0.0
-74.85,8.46,0.0
-74.85,8.71,0.0
-74.85,8.96,0.0
-74.85,9.21,0.0
-74.85,9.46,0.0
-74.85,9.71,0.0
-74.85,9.96,0.0
-74.85,10.21,0.0
-74.85,10.46,0.0
-74.85,10.71,0.0
-74.85,10.96,26.593237
-74.85,11.21,26.47081
-74.85,11.46,26.454678
-74.85,11.71,26.700617
-74.85,11.96,26.819431
-74.85,12.21,26.830387
-74.85,12.46,26.864214
-74.6,-4.29,0.0
-74.6,-4.04,0.0
-74.6,-3.79,0.0
-74.6,-3.54,0.0
-74.6,-3.29,0.0
-74.6,-3.04,0.0
-74.6,-2.79,0.0
-74.6,-2.54,0.0
-74.6,-2.29,0.0
-74.6,-2.04,0.0
-74.6,-1.79,0.0
-74.6,-1.54,0.0
-74.6,-1.29,0.0
-74.6,-1.04,0.0
-74.6,-0.79,0.0
-74.6,-0.54,0.0
-74.6,-0.29,0.0
-74.6,-0.04,0.0
-74.6,0.21,0.0
-74.6,0.46,0.0
-74.6,0.71,0.0
-74.6,0.96,0.0
-74.6,1.21,0.0
-74.6,1.46,0.0
-74.6,1.71,0.0
-74.6,1.96,0.0
-74.6,2.21,0.0
-74.6,2.46,0.0
-74.6,2.71,0.0
-74.6,2.96,0.0
-74.6,3.21,0.0
-74.6,3.46,0.0
-74.6,3.71,0.0
-74.6,3.96,0.0
-74.6,4.21,0.0
-74.6,4.46,0.0
-74.6,4.71,0.0
-74.6,4.96,0.0
-74.6,5.21,0.0
-74.6,5.46,0.0
-74.6,5.71,0.0
-74.6,5.96,0.0
-74.6,6.21,0.0
-74.6,6.46,0.0
-74.6,6.71,0.0
-74.6,6.96,0.0
-74.6,7.21,0.0
-74.6,7.46,0.0
-74.6,7.71,0.0
-74.6,7.96,0.0
-74.6,8.21,0.0
-74.6,8.46,0.0
-74.6,8.71,0.0
-74.6,8.96,0.0
-74.6,9.21,0.0
-74.6,9.46,0.0
-74.6,9.71,0.0
-74.6,9.96,0.0
-74.6,10.21,0.0
-74.6,10.46,0.0
-74.6,10.71,29.155663
-74.6,10.96,27.334181
-74.6,11.21,26.381487
-74.6,11.46,26.307573
-74.6,11.71,26.569281
-74.6,11.96,26.754667
-74.6,12.21,26.829063
-74.6,12.46,26.805227
-74.35,-4.29,0.0
-74.35,-4.04,0.0
-74.35,-3.79,0.0
-74.35,-3.54,0.0
-74.35,-3.29,0.0
-74.35,-3.04,0.0
-74.35,-2.79,0.0
-74.35,-2.54,0.0
-74.35,-2.29,0.0
-74.35,-2.04,0.0
-74.35,-1.79,0.0
-74.35,-1.54,0.0
-74.35,-1.29,0.0
-74.35,-1.04,0.0
-74.35,-0.79,0.0
-74.35,-0.54,0.0
-74.35,-0.29,0.0
-74.35,-0.04,0.0
-74.35,0.21,0.0
-74.35,0.46,0.0
-74.35,0.71,0.0
-74.35,0.96,0.0
-74.35,1.21,0.0
-74.35,1.46,0.0
-74.35,1.71,0.0
-74.35,1.96,0.0
-74.35,2.21,0.0
-74.35,2.46,0.0
-74.35,2.71,0.0
-74.35,2.96,0.0
-74.35,3.21,0.0
-74.35,3.46,0.0
-74.35,3.71,0.0
-74.35,3.96,0.0
-74.35,4.21,0.0
-74.35,4.46,0.0
-74.35,4.71,0.0
-74.35,4.96,0.0
-74.35,5.21,0.0
-74.35,5.46,0.0
-74.35,5.71,0.0
-74.35,5.96,0.0
-74.35,6.21,0.0
-74.35,6.46,0.0
-74.35,6.71,0.0
-74.35,6.96,0.0
-74.35,7.21,0.0
-74.35,7.46,0.0
-74.35,7.71,0.0
-74.35,7.96,0.0
-74.35,8.21,0.0
-74.35,8.46,0.0
-74.35,8.71,0.0
-74.35,8.96,0.0
-74.35,9.21,0.0
-74.35,9.46,0.0
-74.35,9.71,0.0
-74.35,9.96,0.0
-74.35,10.21,0.0
-74.35,10.46,0.0
-74.35,10.71,0.0
-74.35,10.96,27.074158
-74.35,11.21,26.1329
-74.35,11.46,26.031179
-74.35,11.71,26.47394
-74.35,11.96,26.717348
-74.35,12.21,26.756834
-74.35,12.46,26.779224
-74.1,-4.29,0.0
-74.1,-4.04,0.0
-74.1,-3.79,0.0
-74.1,-3.54,0.0
-74.1,-3.29,0.0
-74.1,-3.04,0.0
-74.1,-2.79,0.0
-74.1,-2.54,0.0
-74.1,-2.29,0.0
-74.1,-2.04,0.0
-74.1,-1.79,0.0
-74.1,-1.54,0.0
-74.1,-1.29,0.0
-74.1,-1.04,0.0
-74.1,-0.79,0.0
-74.1,-0.54,0.0
-74.1,-0.29,0.0
-74.1,-0.04,0.0
-74.1,0.21,0.0
-74.1,0.46,0.0
-74.1,0.71,0.0
-74.1,0.96,0.0
-74.1,1.21,0.0
-74.1,1.46,0.0
-74.1,1.71,0.0
-74.1,1.96,0.0
-74.1,2.21,0.0
-74.1,2.46,0.0
-74.1,2.71,0.0
-74.1,2.96,0.0
-74.1,3.21,0.0
-74.1,3.46,0.0
-74.1,3.71,0.0
-74.1,3.96,0.0
-74.1,4.21,0.0
-74.1,4.46,0.0
-74.1,4.71,0.0
-74.1,4.96,0.0
-74.1,5.21,0.0
-74.1,5.46,0.0
-74.1,5.71,0.0
-74.1,5.96,0.0
-74.1,6.21,0.0
-74.1,6.46,0.0
-74.1,6.71,0.0
-74.1,6.96,0.0
-74.1,7.21,0.0
-74.1,7.46,0.0
-74.1,7.71,0.0
-74.1,7.96,0.0
-74.1,8.21,0.0
-74.1,8.46,0.0
-74.1,8.71,0.0
-74.1,8.96,0.0
-74.1,9.21,0.0
-74.1,9.46,0.0
-74.1,9.71,0.0
-74.1,9.96,0.0
-74.1,10.21,0.0
-74.1,10.46,0.0
-74.1,10.71,0.0
-74.1,10.96,0.0
-74.1,11.21,0.0
-74.1,11.46,25.800409
-74.1,11.71,26.465633
-74.1,11.96,26.762613
-74.1,12.21,26.665945
-74.1,12.46,26.702303
-73.85,-4.29,0.0
-73.85,-4.04,0.0
-73.85,-3.79,0.0
-73.85,-3.54,0.0
-73.85,-3.29,0.0
-73.85,-3.04,0.0
-73.85,-2.79,0.0
-73.85,-2.54,0.0
-73.85,-2.29,0.0
-73.85,-2.04,0.0
-73.85,-1.79,0.0
-73.85,-1.54,0.0
-73.85,-1.29,0.0
-73.85,-1.04,0.0
-73.85,-0.79,0.0
-73.85,-0.54,0.0
-73.85,-0.29,0.0
-73.85,-0.04,0.0
-73.85,0.21,0.0
-73.85,0.46,0.0
-73.85,0.71,0.0
-73.85,0.96,0.0
-73.85,1.21,0.0
-73.85,1.46,0.0
-73.85,1.71,0.0
-73.85,1.96,0.0
-73.85,2.21,0.0
-73.85,2.46,0.0
-73.85,2.71,0.0
-73.85,2.96,0.0
-73.85,3.21,0.0
-73.85,3.46,0.0
-73.85,3.71,0.0
-73.85,3.96,0.0
-73.85,4.21,0.0
-73.85,4.46,0.0
-73.85,4.71,0.0
-73.85,4.96,0.0
-73.85,5.21,0.0
-73.85,5.46,0.0
-73.85,5.71,0.0
-73.85,5.96,0.0
-73.85,6.21,0.0
-73.85,6.46,0.0
-73.85,6.71,0.0
-73.85,6.96,0.0
-73.85,7.21,0.0
-73.85,7.46,0.0
-73.85,7.71,0.0
-73.85,7.96,0.0
-73.85,8.21,0.0
-73.85,8.46,0.0
-73.85,8.71,0.0
-73.85,8.96,0.0
-73.85,9.21,0.0
-73.85,9.46,0.0
-73.85,9.71,0.0
-73.85,9.96,0.0
-73.85,10.21,0.0
-73.85,10.46,0.0
-73.85,10.71,0.0
-73.85,10.96,0.0
-73.85,11.21,27.081503
-73.85,11.46,26.460217
-73.85,11.71,26.551704
-73.85,11.96,26.814377
-73.85,12.21,26.64476
-73.85,12.46,26.580477
-73.6,-4.29,0.0
-73.6,-4.04,0.0
-73.6,-3.79,0.0
-73.6,-3.54,0.0
-73.6,-3.29,0.0
-73.6,-3.04,0.0
-73.6,-2.79,0.0
-73.6,-2.54,0.0
-73.6,-2.29,0.0
-73.6,-2.04,0.0
-73.6,-1.79,0.0
-73.6,-1.54,0.0
-73.6,-1.29,0.0
-73.6,-1.04,0.0
-73.6,-0.79,0.0
-73.6,-0.54,0.0
-73.6,-0.29,0.0
-73.6,-0.04,0.0
-73.6,0.21,0.0
-73.6,0.46,0.0
-73.6,0.71,0.0
-73.6,0.96,0.0
-73.6,1.21,0.0
-73.6,1.46,0.0
-73.6,1.71,0.0
-73.6,1.96,0.0
-73.6,2.21,0.0
-73.6,2.46,0.0
-73.6,2.71,0.0
-73.6,2.96,0.0
-73.6,3.21,0.0
-73.6,3.46,0.0
-73.6,3.71,0.0
-73.6,3.96,0.0
-73.6,4.21,0.0
-73.6,4.46,0.0
-73.6,4.71,0.0
-73.6,4.96,0.0
-73.6,5.21,0.0
-73.6,5.46,0.0
-73.6,5.71,0.0
-73.6,5.96,0.0
-73.6,6.21,0.0
-73.6,6.46,0.0
-73.6,6.71,0.0
-73.6,6.96,0.0
-73.6,7.21,0.0
-73.6,7.46,0.0
-73.6,7.71,0.0
-73.6,7.96,0.0
-73.6,8.21,0.0
-73.6,8.46,0.0
-73.6,8.71,0.0
-73.6,8.96,0.0
-73.6,9.21,0.0
-73.6,9.46,0.0
-73.6,9.71,0.0
-73.6,9.96,0.0
-73.6,10.21,0.0
-73.6,10.46,0.0
-73.6,10.71,0.0
-73.6,10.96,0.0
-73.6,11.21,0.0
-73.6,11.46,26.57518
-73.6,11.71,26.274105
-73.6,11.96,26.67293
-73.6,12.21,26.49946
-73.6,12.46,26.415674
-73.35,-4.29,0.0
-73.35,-4.04,0.0
-73.35,-3.79,0.0
-73.35,-3.54,0.0
-73.35,-3.29,0.0
-73.35,-3.04,0.0
-73.35,-2.79,0.0
-73.35,-2.54,0.0
-73.35,-2.29,0.0
-73.35,-2.04,0.0
-73.35,-1.79,0.0
-73.35,-1.54,0.0
-73.35,-1.29,0.0
-73.35,-1.04,0.0
-73.35,-0.79,0.0
-73.35,-0.54,0.0
-73.35,-0.29,0.0
-73.35,-0.04,0.0
-73.35,0.21,0.0
-73.35,0.46,0.0
-73.35,0.71,0.0
-73.35,0.96,0.0
-73.35,1.21,0.0
-73.35,1.46,0.0
-73.35,1.71,0.0
-73.35,1.96,0.0
-73.35,2.21,0.0
-73.35,2.46,0.0
-73.35,2.71,0.0
-73.35,2.96,0.0
-73.35,3.21,0.0
-73.35,3.46,0.0
-73.35,3.71,0.0
-73.35,3.96,0.0
-73.35,4.21,0.0
-73.35,4.46,0.0
-73.35,4.71,0.0
-73.35,4.96,0.0
-73.35,5.21,0.0
-73.35,5.46,0.0
-73.35,5.71,0.0
-73.35,5.96,0.0
-73.35,6.21,0.0
-73.35,6.46,0.0
-73.35,6.71,0.0
-73.35,6.96,0.0
-73.35,7.21,0.0
-73.35,7.46,0.0
-73.35,7.71,0.0
-73.35,7.96,0.0
-73.35,8.21,0.0
-73.35,8.46,0.0
-73.35,8.71,0.0
-73.35,8.96,0.0
-73.35,9.21,0.0
-73.35,9.46,0.0
-73.35,9.71,0.0
-73.35,9.96,0.0
-73.35,10.21,0.0
-73.35,10.46,0.0
-73.35,10.71,0.0
-73.35,10.96,0.0
-73.35,11.21,0.0
-73.35,11.46,0.0
-73.35,11.71,25.923077
-73.35,11.96,26.245577
-73.35,12.21,26.185867
-73.35,12.46,26.193211
-73.1,-4.29,0.0
-73.1,-4.04,0.0
-73.1,-3.79,0.0
-73.1,-3.54,0.0
-73.1,-3.29,0.0
-73.1,-3.04,0.0
-73.1,-2.79,0.0
-73.1,-2.54,0.0
-73.1,-2.29,0.0
-73.1,-2.04,0.0
-73.1,-1.79,0.0
-73.1,-1.54,0.0
-73.1,-1.29,0.0
-73.1,-1.04,0.0
-73.1,-0.79,0.0
-73.1,-0.54,0.0
-73.1,-0.29,0.0
-73.1,-0.04,0.0
-73.1,0.21,0.0
-73.1,0.46,0.0
-73.1,0.71,0.0
-73.1,0.96,0.0
-73.1,1.21,0.0
-73.1,1.46,0.0
-73.1,1.71,0.0
-73.1,1.96,0.0
-73.1,2.21,0.0
-73.1,2.46,0.0
-73.1,2.71,0.0
-73.1,2.96,0.0
-73.1,3.21,0.0
-73.1,3.46,0.0
-73.1,3.71,0.0
-73.1,3.96,0.0
-73.1,4.21,0.0
-73.1,4.46,0.0
-73.1,4.71,0.0
-73.1,4.96,0.0
-73.1,5.21,0.0
-73.1,5.46,0.0
-73.1,5.71,0.0
-73.1,5.96,0.0
-73.1,6.21,0.0
-73.1,6.46,0.0
-73.1,6.71,0.0
-73.1,6.96,0.0
-73.1,7.21,0.0
-73.1,7.46,0.0
-73.1,7.71,0.0
-73.1,7.96,0.0
-73.1,8.21,0.0
-73.1,8.46,0.0
-73.1,8.71,0.0
-73.1,8.96,0.0
-73.1,9.21,0.0
-73.1,9.46,0.0
-73.1,9.71,0.0
-73.1,9.96,0.0
-73.1,10.21,0.0
-73.1,10.46,0.0
-73.1,10.71,0.0
-73.1,10.96,0.0
-73.1,11.21,0.0
-73.1,11.46,0.0
-73.1,11.71,26.114723
-73.1,11.96,25.938124
-73.1,12.21,25.96196
-73.1,12.46,26.022873
-72.85,-4.29,0.0
-72.85,-4.04,0.0
-72.85,-3.79,0.0
-72.85,-3.54,0.0
-72.85,-3.29,0.0
-72.85,-3.04,0.0
-72.85,-2.79,0.0
-72.85,-2.54,0.0
-72.85,-2.29,0.0
-72.85,-2.04,0.0
-72.85,-1.79,0.0
-72.85,-1.54,0.0
-72.85,-1.29,0.0
-72.85,-1.04,0.0
-72.85,-0.79,0.0
-72.85,-0.54,0.0
-72.85,-0.29,0.0
-72.85,-0.04,0.0
-72.85,0.21,0.0
-72.85,0.46,0.0
-72.85,0.71,0.0
-72.85,0.96,0.0
-72.85,1.21,0.0
-72.85,1.46,0.0
-72.85,1.71,0.0
-72.85,1.96,0.0
-72.85,2.21,0.0
-72.85,2.46,0.0
-72.85,2.71,0.0
-72.85,2.96,0.0
-72.85,3.21,0.0
-72.85,3.46,0.0
-72.85,3.71,0.0
-72.85,3.96,0.0
-72.85,4.21,0.0
-72.85,4.46,0.0
-72.85,4.71,0.0
-72.85,4.96,0.0
-72.85,5.21,0.0
-72.85,5.46,0.0
-72.85,5.71,0.0
-72.85,5.96,0.0
-72.85,6.21,0.0
-72.85,6.46,0.0
-72.85,6.71,0.0
-72.85,6.96,0.0
-72.85,7.21,0.0
-72.85,7.46,0.0
-72.85,7.71,0.0
-72.85,7.96,0.0
-72.85,8.21,0.0
-72.85,8.46,0.0
-72.85,8.71,0.0
-72.85,8.96,0.0
-72.85,9.21,0.0
-72.85,9.46,0.0
-72.85,9.71,0.0
-72.85,9.96,0.0
-72.85,10.21,0.0
-72.85,10.46,0.0
-72.85,10.71,0.0
-72.85,10.96,0.0
-72.85,11.21,0.0
-72.85,11.46,26.677141
-72.85,11.71,26.34441
-72.85,11.96,25.660166
-72.85,12.21,25.760803
-72.85,12.46,25.888166
-72.6,-4.29,0.0
-72.6,-4.04,0.0
-72.6,-3.79,0.0
-72.6,-3.54,0.0
-72.6,-3.29,0.0
-72.6,-3.04,0.0
-72.6,-2.79,0.0
-72.6,-2.54,0.0
-72.6,-2.29,0.0
-72.6,-2.04,0.0
-72.6,-1.79,0.0
-72.6,-1.54,0.0
-72.6,-1.29,0.0
-72.6,-1.04,0.0
-72.6,-0.79,0.0
-72.6,-0.54,0.0
-72.6,-0.29,0.0
-72.6,-0.04,0.0
-72.6,0.21,0.0
-72.6,0.46,0.0
-72.6,0.71,0.0
-72.6,0.96,0.0
-72.6,1.21,0.0
-72.6,1.46,0.0
-72.6,1.71,0.0
-72.6,1.96,0.0
-72.6,2.21,0.0
-72.6,2.46,0.0
-72.6,2.71,0.0
-72.6,2.96,0.0
-72.6,3.21,0.0
-72.6,3.46,0.0
-72.6,3.71,0.0
-72.6,3.96,0.0
-72.6,4.21,0.0
-72.6,4.46,0.0
-72.6,4.71,0.0
-72.6,4.96,0.0
-72.6,5.21,0.0
-72.6,5.46,0.0
-72.6,5.71,0.0
-72.6,5.96,0.0
-72.6,6.21,0.0
-72.6,6.46,0.0
-72.6,6.71,0.0
-72.6,6.96,0.0
-72.6,7.21,0.0
-72.6,7.46,0.0
-72.6,7.71,0.0
-72.6,7.96,0.0
-72.6,8.21,0.0
-72.6,8.46,0.0
-72.6,8.71,0.0
-72.6,8.96,0.0
-72.6,9.21,0.0
-72.6,9.46,0.0
-72.6,9.71,0.0
-72.6,9.96,0.0
-72.6,10.21,0.0
-72.6,10.46,0.0
-72.6,10.71,0.0
-72.6,10.96,0.0
-72.6,11.21,0.0
-72.6,11.46,0.0
-72.6,11.71,0.0
-72.6,11.96,25.44685
-72.6,12.21,25.39304
-72.6,12.46,25.514746
-72.35,-4.29,0.0
-72.35,-4.04,0.0
-72.35,-3.79,0.0
-72.35,-3.54,0.0
-72.35,-3.29,0.0
-72.35,-3.04,0.0
-72.35,-2.79,0.0
-72.35,-2.54,0.0
-72.35,-2.29,0.0
-72.35,-2.04,0.0
-72.35,-1.79,0.0
-72.35,-1.54,0.0
-72.35,-1.29,0.0
-72.35,-1.04,0.0
-72.35,-0.79,0.0
-72.35,-0.54,0.0
-72.35,-0.29,0.0
-72.35,-0.04,0.0
-72.35,0.21,0.0
-72.35,0.46,0.0
-72.35,0.71,0.0
-72.35,0.96,0.0
-72.35,1.21,0.0
-72.35,1.46,0.0
-72.35,1.71,0.0
-72.35,1.96,0.0
-72.35,2.21,0.0
-72.35,2.46,0.0
-72.35,2.71,0.0
-72.35,2.96,0.0
-72.35,3.21,0.0
-72.35,3.46,0.0
-72.35,3.71,0.0
-72.35,3.96,0.0
-72.35,4.21,0.0
-72.35,4.46,0.0
-72.35,4.71,0.0
-72.35,4.96,0.0
-72.35,5.21,0.0
-72.35,5.46,0.0
-72.35,5.71,0.0
-72.35,5.96,0.0
-72.35,6.21,0.0
-72.35,6.46,0.0
-72.35,6.71,0.0
-72.35,6.96,0.0
-72.35,7.21,0.0
-72.35,7.46,0.0
-72.35,7.71,0.0
-72.35,7.96,0.0
-72.35,8.21,0.0
-72.35,8.46,0.0
-72.35,8.71,0.0
-72.35,8.96,0.0
-72.35,9.21,0.0
-72.35,9.46,0.0
-72.35,9.71,0.0
-72.35,9.96,0.0
-72.35,10.21,0.0
-72.35,10.46,0.0
-72.35,10.71,0.0
-72.35,10.96,0.0
-72.35,11.21,0.0
-72.35,11.46,0.0
-72.35,11.71,0.0
-72.35,11.96,25.45636
-72.35,12.21,25.095457
-72.35,12.46,25.077282
-72.1,-4.29,0.0
-72.1,-4.04,0.0
-72.1,-3.79,0.0
-72.1,-3.54,0.0
-72.1,-3.29,0.0
-72.1,-3.04,0.0
-72.1,-2.79,0.0
-72.1,-2.54,0.0
-72.1,-2.29,0.0
-72.1,-2.04,0.0
-72.1,-1.79,0.0
-72.1,-1.54,0.0
-72.1,-1.29,0.0
-72.1,-1.04,0.0
-72.1,-0.79,0.0
-72.1,-0.54,0.0
-72.1,-0.29,0.0
-72.1,-0.04,0.0
-72.1,0.21,0.0
-72.1,0.46,0.0
-72.1,0.71,0.0
-72.1,0.96,0.0
-72.1,1.21,0.0
-72.1,1.46,0.0
-72.1,1.71,0.0
-72.1,1.96,0.0
-72.1,2.21,0.0
-72.1,2.46,0.0
-72.1,2.71,0.0
-72.1,2.96,0.0
-72.1,3.21,0.0
-72.1,3.46,0.0
-72.1,3.71,0.0
-72.1,3.96,0.0
-72.1,4.21,0.0
-72.1,4.46,0.0
-72.1,4.71,0.0
-72.1,4.96,0.0
-72.1,5.21,0.0
-72.1,5.46,0.0
-72.1,5.71,0.0
-72.1,5.96,0.0
-72.1,6.21,0.0
-72.1,6.46,0.0
-72.1,6.71,0.0
-72.1,6.96,0.0
-72.1,7.21,0.0
-72.1,7.46,0.0
-72.1,7.71,0.0
-72.1,7.96,0.0
-72.1,8.21,0.0
-72.1,8.46,0.0
-72.1,8.71,0.0
-72.1,8.96,0.0
-72.1,9.21,0.0
-72.1,9.46,0.0
-72.1,9.71,28.793318
-72.1,9.96,28.492002
-72.1,10.21,0.0
-72.1,10.46,0.0
-72.1,10.71,0.0
-72.1,10.96,0.0
-72.1,11.21,0.0
-72.1,11.46,0.0
-72.1,11.71,0.0
-72.1,11.96,0.0
-72.1,12.21,25.139036
-72.1,12.46,24.924759
-71.85,-4.29,0.0
-71.85,-4.04,0.0
-71.85,-3.79,0.0
-71.85,-3.54,0.0
-71.85,-3.29,0.0
-71.85,-3.04,0.0
-71.85,-2.79,0.0
-71.85,-2.54,0.0
-71.85,-2.29,0.0
-71.85,-2.04,0.0
-71.85,-1.79,0.0
-71.85,-1.54,0.0
-71.85,-1.29,0.0
-71.85,-1.04,0.0
-71.85,-0.79,0.0
-71.85,-0.54,0.0
-71.85,-0.29,0.0
-71.85,-0.04,0.0
-71.85,0.21,0.0
-71.85,0.46,0.0
-71.85,0.71,0.0
-71.85,0.96,0.0
-71.85,1.21,0.0
-71.85,1.46,0.0
-71.85,1.71,0.0
-71.85,1.96,0.0
-71.85,2.21,0.0
-71.85,2.46,0.0
-71.85,2.71,0.0
-71.85,2.96,0.0
-71.85,3.21,0.0
-71.85,3.46,0.0
-71.85,3.71,0.0
-71.85,3.96,0.0
-71.85,4.21,0.0
-71.85,4.46,0.0
-71.85,4.71,0.0
-71.85,4.96,0.0
-71.85,5.21,0.0
-71.85,5.46,0.0
-71.85,5.71,0.0
-71.85,5.96,0.0
-71.85,6.21,0.0
-71.85,6.46,0.0
-71.85,6.71,0.0
-71.85,6.96,0.0
-71.85,7.21,0.0
-71.85,7.46,0.0
-71.85,7.71,0.0
-71.85,7.96,0.0
-71.85,8.21,0.0
-71.85,8.46,0.0
-71.85,8.71,0.0
-71.85,8.96,0.0
-71.85,9.21,29.997486
-71.85,9.46,30.350924
-71.85,9.71,29.738546
-71.85,9.96,29.415565
-71.85,10.21,29.839186
-71.85,10.46,0.0
-71.85,10.71,0.0
-71.85,10.96,27.111717
-71.85,11.21,27.100281
-71.85,11.46,26.978937
-71.85,11.71,26.897198
-71.85,11.96,0.0
-71.85,12.21,0.0
-71.85,12.46,25.09269
-71.6,-4.29,0.0
-71.6,-4.04,0.0
-71.6,-3.79,0.0
-71.6,-3.54,0.0
-71.6,-3.29,0.0
-71.6,-3.04,0.0
-71.6,-2.79,0.0
-71.6,-2.54,0.0
-71.6,-2.29,0.0
-71.6,-2.04,0.0
-71.6,-1.79,0.0
-71.6,-1.54,0.0
-71.6,-1.29,0.0
-71.6,-1.04,0.0
-71.6,-0.79,0.0
-71.6,-0.54,0.0
-71.6,-0.29,0.0
-71.6,-0.04,0.0
-71.6,0.21,0.0
-71.6,0.46,0.0
-71.6,0.71,0.0
-71.6,0.96,0.0
-71.6,1.21,0.0
-71.6,1.46,0.0
-71.6,1.71,0.0
-71.6,1.96,0.0
-71.6,2.21,0.0
-71.6,2.46,0.0
