longitude,latitude,accumulated_precipitation
-75.6,2.96,0.200302
-75.6,3.21,0.050409
-75.6,3.46,0.018695
-75.6,3.71,0.027041
-75.6,3.96,0.046737
-75.6,4.21,0.514775
-75.6,4.46,0.621937
-75.6,4.71,0.60391
-75.6,4.96,0.758142
-75.6,5.21,0.363214
-75.6,5.46,0.508766
-75.6,5.71,0.301454
-75.6,5.96,0.665669
-75.6,6.21,0.512439
-75.6,6.46,0.193625
-75.6,6.71,0.409951
-75.6,6.96,0.862633
-75.6,7.21,1.160081
-75.6,7.46,1.228517
-75.6,7.71,0.742118
-75.6,7.96,1.227516
-75.6,8.21,0.860964
-75.6,8.46,0.752467
-75.6,8.71,0.543485
-75.6,8.96,0.156235
-75.6,9.21,0.035387
-75.6,9.46,0.039393
-75.6,9.71,0.019696
-75.6,9.96,0.007011
-75.6,10.21,0.0
-75.6,10.46,0.000334
-75.6,10.71,0.000334
-75.6,10.96,0.000668
-75.6,11.21,0.000668
-75.6,11.46,0.002003
-75.6,11.71,0.004674
-75.6,11.96,0.005675
-75.6,12.21,0.011017
-75.6,12.46,0.038391
-75.35,-4.29,0.0
-75.35,-4.04,0.0
-75.35,-3.79,0.0
-75.35,-3.54,0.0
-75.35,-3.29,0.0
-75.35,-3.04,0.0
-75.35,-2.79,0.001335
-75.35,-2.54,0.000334
-75.35,-2.29,0.0
-75.35,-2.04,0.0
-75.35,-1.79,0.0
-75.35,-1.54,0.0
-75.35,-1.29,0.0
-75.35,-1.04,0.0
-75.35,-0.79,0.0
-75.35,-0.54,0.0
-75.35,-0.29,0.0
-75.35,-0.04,0.0
-75.35,0.21,0.0
-75.35,0.46,0.0
-75.35,0.71,0.0
-75.35,0.96,0.0
-75.35,1.21,0.0
-75.35,1.46,0.0
-75.35,1.71,0.000334
-75.35,1.96,0.006009
-75.35,2.21,0.075781
-75.35,2.46,0.134202
-75.35,2.71,0.277084
-75.35,2.96,0.251379
-75.35,3.21,0.056752
-75.35,3.46,0.010683
-75.35,3.71,0.010349
-75.35,3.96,0.013687
-75.35,4.21,0.233018
-75.35,4.46,0.315141
-75.35,4.71,0.338844
-75.35,4.96,0.410952
-75.35,5.21,0.140879
-75.35,5.46,0.379572
-75.35,5.71,0.204975
-75.35,5.96,0.484063
-75.35,6.21,0.422637
-75.35,6.46,0.185279
-75.35,6.71,0.359208
-75.35,6.96,0.57086
-75.35,7.21,0.924392
-75.35,7.46,1.676192
-75.35,7.71,1.07996
-75.35,7.96,1.232857
-75.35,8.21,1.229853
-75.35,8.46,1.421141
-75.35,8.71,0.927731
-75.35,8.96,0.16792
-75.35,9.21,0.053748
-75.35,9.46,0.071775
-75.35,9.71,0.046737
-75.35,9.96,0.02003
-75.35,10.21,0.007011
-75.35,10.46,0.0
-75.35,10.71,0.0
-75.35,10.96,0.0
-75.35,11.21,0.000334
-75.35,11.46,0.001002
-75.35,11.71,0.002003
-75.35,11.96,0.002337
-75.35,12.21,0.011017
-75.35,12.46,0.041396
-75.1,-4.29,0.0
-75.1,-4.04,0.0
-75.1,-3.79,0.0
-75.1,-3.54,0.0
-75.1,-3.29,0.0
-75.1,-3.04,0.0
-75.1,-2.79,0.0
-75.1,-2.54,0.0
-75.1,-2.29,0.0
-75.1,-2.04,0.0
-75.1,-1.79,0.0
-75.1,-1.54,0.0
-75.1,-1.29,0.000334
-75.1,-1.04,0.000668
-75.1,-0.79,0.001669
-75.1,-0.54,0.000668
-75.1,-0.29,0.000334
-75.1,-0.04,0.0
-75.1,0.21,0.0
-75.1,0.46,0.0
-75.1,0.71,0.0
-75.1,0.96,0.0
-75.1,1.21,0.0
-75.1,1.46,0.0
-75.1,1.71,0.0
-75.1,1.96,0.001335
-75.1,2.21,0.044734
-75.1,2.46,0.118846
-75.1,2.71,0.155902
-75.1,2.96,0.128861
-75.1,3.21,0.047071
-75.1,3.46,0.009681
-75.1,3.71,0.023702
-75.1,3.96,0.022701
-75.1,4.21,0.030045
-75.1,4.46,0.058088
-75.1,4.71,0.092473
-75.1,4.96,0.137541
-75.1,5.21,0.049408
-75.1,5.46,0.149892
-75.1,5.71,0.122852
-75.1,5.96,0.449344
-75.1,6.21,0.584881
-75.1,6.46,0.366218
-75.1,6.71,0.32549
-75.1,6.96,0.47605
-75.1,7.21,0.393259
-75.1,7.46,1.213828
-75.1,7.71,1.408789
-75.1,7.96,1.684204
-75.1,8.21,1.793702
-75.1,8.46,1.497255
-75.1,8.71,0.792861
-75.1,8.96,0.127859
-75.1,9.21,0.05308
-75.1,9.46,0.074779
-75.1,9.71,0.058088
-75.1,9.96,0.03572
-75.1,10.21,0.018027
-75.1,10.46,0.005341
-75.1,10.71,0.0
-75.1,10.96,0.0
-75.1,11.21,0.0
-75.1,11.46,0.000334
-75.1,11.71,0.001002
-75.1,11.96,0.002003
-75.1,12.21,0.006343
-75.1,12.46,0.028376
-74.85,-4.29,0.0
-74.85,-4.04,0.0
-74.85,-3.79,0.0
-74.85,-3.54,0.0
-74.85,-3.29,0.0
-74.85,-3.04,0.0
-74.85,-2.79,0.0
-74.85,-2.54,0.0
-74.85,-2.29,0.0
-74.85,-2.04,0.0
-74.85,-1.79,0.0
-74.85,-1.54,0.001335
-74.85,-1.29,0.001669
-74.85,-1.04,0.009014
-74.85,-0.79,0.014021
-74.85,-0.54,0.01135
-74.85,-0.29,0.003338
-74.85,-0.04,0.0
-74.85,0.21,0.0
-74.85,0.46,0.0
-74.85,0.71,0.0
-74.85,0.96,0.0
-74.85,1.21,0.0
-74.85,1.46,0.0
-74.85,1.71,0.0
-74.85,1.96,0.0
-74.85,2.21,0.016358
-74.85,2.46,0.034385
-74.85,2.71,0.03572
-74.85,2.96,0.023369
-74.85,3.21,0.003672
-74.85,3.46,0.018695
-74.85,3.71,0.077784
-74.85,3.96,0.07311
-74.85,4.21,0.29678
-74.85,4.46,0.34719
-74.85,4.71,0.137874
-74.85,4.96,0.062094
-74.85,5.21,0.011017
-74.85,5.46,0.006677
-74.85,5.71,0.039727
-74.85,5.96,0.147556
-74.85,6.21,0.733104
-74.85,6.46,0.545155
-74.85,6.71,0.246705
-74.85,6.96,0.211986
-74.85,7.21,0.184611
-74.85,7.46,0.592225
-74.85,7.71,1.062267
-74.85,7.96,2.668019
-74.85,8.21,2.756486
-74.85,8.46,1.468212
-74.85,8.71,0.723089
-74.85,8.96,0.126858
-74.85,9.21,0.195962
-74.85,9.46,0.271075
-74.85,9.71,0.223003
-74.85,9.96,0.171592
-74.85,10.21,0.073778
-74.85,10.46,0.007011
-74.85,10.71,0.000668
-74.85,10.96,0.0
-74.85,11.21,0.0
-74.85,11.46,0.0
-74.85,11.71,0.000668
-74.85,11.96,0.001335
-74.85,12.21,0.003672
-74.85,12.46,0.017026
-74.6,-4.29,0.0
-74.6,-4.04,0.0
-74.6,-3.79,0.0
-74.6,-3.54,0.0
-74.6,-3.29,0.0
-74.6,-3.04,0.0
-74.6,-2.79,0.0
-74.6,-2.54,0.0
-74.6,-2.29,0.0
-74.6,-2.04,0.0
-74.6,-1.79,0.0
-74.6,-1.54,0.001669
-74.6,-1.29,0.010349
-74.6,-1.04,0.037056
-74.6,-0.79,0.053414
-74.6,-0.54,0.02871
-74.6,-0.29,0.003338
-74.6,-0.04,0.0
-74.6,0.21,0.0
-74.6,0.46,0.0
-74.6,0.71,0.0
-74.6,0.96,0.0
-74.6,1.21,0.0
-74.6,1.46,0.0
-74.6,1.71,0.000668
-74.6,1.96,0.000334
-74.6,2.21,0.000334
-74.6,2.46,0.000668
-74.6,2.71,0.001335
-74.6,2.96,0.000334
-74.6,3.21,0.000668
-74.6,3.46,0.035387
-74.6,3.71,0.066767
-74.6,3.96,0.990492
-74.6,4.21,1.664174
-74.6,4.46,1.229185
-74.6,4.71,0.249042
-74.6,4.96,0.15056
-74.6,5.21,0.014689
-74.6,5.46,0.009347
-74.6,5.71,0.016692
-74.6,5.96,0.010683
-74.6,6.21,0.247706
-74.6,6.46,0.213655
-74.6,6.71,0.103823
-74.6,6.96,0.035053
-74.6,7.21,0.172927
-74.6,7.46,0.425307
-74.6,7.71,0.563182
-74.6,7.96,1.770667
-74.6,8.21,1.732276
-74.6,8.46,1.020537
-74.6,8.71,0.511103
-74.6,8.96,0.637293
-74.6,9.21,1.331339
-74.6,9.46,1.431156
-74.6,9.71,1.595403
-74.6,9.96,0.910038
-74.6,10.21,0.079119
-74.6,10.46,0.00868
-74.6,10.71,0.000668
-74.6,10.96,0.0
-74.6,11.21,0.0
-74.6,11.46,0.0
-74.6,11.71,0.0
-74.6,11.96,0.000668
-74.6,12.21,0.001669
-74.6,12.46,0.008346
-74.35,-4.29,0.0
-74.35,-4.04,0.0
-74.35,-3.79,0.0
-74.35,-3.54,0.0
-74.35,-3.29,0.0
-74.35,-3.04,0.0
-74.35,-2.79,0.0
-74.35,-2.54,0.0
-74.35,-2.29,0.0
-74.35,-2.04,0.0
-74.35,-1.79,0.0
-74.35,-1.54,0.002003
-74.35,-1.29,0.015023
-74.35,-1.04,0.07745
-74.35,-0.79,0.088133
-74.35,-0.54,0.034051
-74.35,-0.29,0.005341
-74.35,-0.04,0.0
-74.35,0.21,0.0
-74.35,0.46,0.0
-74.35,0.71,0.0
-74.35,0.96,0.0
-74.35,1.21,0.0
-74.35,1.46,0.0
-74.35,1.71,0.000334
-74.35,1.96,0.000334
-74.35,2.21,0.001002
-74.35,2.46,0.012686
-74.35,2.71,0.018361
-74.35,2.96,0.000334
-74.35,3.21,0.000668
-74.35,3.46,0.021032
-74.35,3.71,0.029711
-74.35,3.96,0.557506
-74.35,4.21,1.030219
-74.35,4.46,0.968793
-74.35,4.71,0.378236
-74.35,4.96,0.147222
-74.35,5.21,0.063763
-74.35,5.46,0.118512
-74.35,5.71,0.083125
-74.35,5.96,0.185613
-74.35,6.21,0.086797
-74.35,6.46,0.0
-74.35,6.71,0.03305
-74.35,6.96,0.072109
-74.35,7.21,0.245703
-74.35,7.46,0.701724
-74.35,7.71,0.69705
-74.35,7.96,0.555503
-74.35,8.21,1.192797
-74.35,8.46,0.631284
-74.35,8.71,1.218836
-74.35,8.96,3.972651
-74.35,9.21,5.015889
-74.35,9.46,4.327519
-74.35,9.71,3.773685
-74.35,9.96,1.582384
-74.35,10.21,0.295111
-74.35,10.46,0.006677
-74.35,10.71,0.0
-74.35,10.96,0.000334
-74.35,11.21,0.0
-74.35,11.46,0.0
-74.35,11.71,0.0
-74.35,11.96,0.0
-74.35,12.21,0.000334
-74.35,12.46,0.001002
-74.1,-4.29,0.0
-74.1,-4.04,0.0
-74.1,-3.79,0.0
-74.1,-3.54,0.0
-74.1,-3.29,0.0
-74.1,-3.04,0.0
-74.1,-2.79,0.0
-74.1,-2.54,0.0
-74.1,-2.29,0.0
-74.1,-2.04,0.0
-74.1,-1.79,0.0
-74.1,-1.54,0.003338
-74.1,-1.29,0.027708
-74.1,-1.04,0.111835
-74.1,-0.79,0.078785
-74.1,-0.54,0.030045
-74.1,-0.29,0.005675
-74.1,-0.04,0.000334
-74.1,0.21,0.0
-74.1,0.46,0.0
-74.1,0.71,0.0
-74.1,0.96,0.0
-74.1,1.21,0.0
-74.1,1.46,0.0
-74.1,1.71,0.0
-74.1,1.96,0.0
-74.1,2.21,0.000668
-74.1,2.46,0.008346
-74.1,2.71,0.01135
-74.1,2.96,0.0
-74.1,3.21,0.000668
-74.1,3.46,0.005341
-74.1,3.71,0.006677
-74.1,3.96,0.027375
-74.1,4.21,0.025038
-74.1,4.46,0.1993
-74.1,4.71,0.2654
-74.1,4.96,0.109832
-74.1,5.21,0.151228
-74.1,5.46,0.392925
-74.1,5.71,0.413957
-74.1,5.96,0.274413
-74.1,6.21,0.094809
-74.1,6.46,0.009014
-74.1,6.71,0.023035
-74.1,6.96,0.061426
-74.1,7.21,0.243033
-74.1,7.46,0.629615
-74.1,7.71,0.513774
-74.1,7.96,0.31414
-74.1,8.21,0.628614
-74.1,8.46,0.26807
-74.1,8.71,0.656322
-74.1,8.96,2.813572
-74.1,9.21,5.158437
-74.1,9.46,5.799069
-74.1,9.71,3.812076
-74.1,9.96,1.883838
-74.1,10.21,0.303791
-74.1,10.46,0.009347
-74.1,10.71,0.013353
-74.1,10.96,0.014021
-74.1,11.21,0.007344
-74.1,11.46,0.003005
-74.1,11.71,0.0
-74.1,11.96,0.0
-74.1,12.21,0.0
-74.1,12.46,0.000334
-73.85,-4.29,0.0
-73.85,-4.04,0.0
-73.85,-3.79,0.0
-73.85,-3.54,0.0
-73.85,-3.29,0.0
-73.85,-3.04,0.0
-73.85,-2.79,0.0
-73.85,-2.54,0.0
-73.85,-2.29,0.0
-73.85,-2.04,0.117177
-73.85,-1.79,0.315141
-73.85,-1.54,0.064764
-73.85,-1.29,0.043399
-73.85,-1.04,0.071775
-73.85,-0.79,0.043065
-73.85,-0.54,0.022367
-73.85,-0.29,0.002671
-73.85,-0.04,0.000334
-73.85,0.21,0.0
-73.85,0.46,0.000334
-73.85,0.71,0.000334
-73.85,0.96,0.0
-73.85,1.21,0.0
-73.85,1.46,0.0
-73.85,1.71,0.0
-73.85,1.96,0.0
-73.85,2.21,0.000334
-73.85,2.46,0.000334
-73.85,2.71,0.0
-73.85,2.96,0.0
-73.85,3.21,0.000334
-73.85,3.46,0.000334
-73.85,3.71,0.000668
-73.85,3.96,0.002337
-73.85,4.21,0.003672
-73.85,4.46,0.025038
-73.85,4.71,0.070439
-73.85,4.96,0.067769
-73.85,5.21,0.13921
-73.85,5.46,0.408949
-73.85,5.71,0.543819
-73.85,5.96,0.316811
-73.85,6.21,0.090136
-73.85,6.46,0.012018
-73.85,6.71,0.006343
-73.85,6.96,0.02003
-73.85,7.21,0.127192
-73.85,7.46,0.268738
-73.85,7.71,0.194293
-73.85,7.96,0.193625
-73.85,8.21,0.139877
-73.85,8.46,0.059757
-73.85,8.71,0.041396
-73.85,8.96,0.261728
-73.85,9.21,3.234873
-73.85,9.46,6.075151
-73.85,9.71,2.506442
-73.85,9.96,1.1731
-73.85,10.21,0.118178
-73.85,10.46,0.052078
-73.85,10.71,0.077784
-73.85,10.96,0.058088
-73.85,11.21,0.027041
-73.85,11.46,0.006343
-73.85,11.71,0.001002
-73.85,11.96,0.0
-73.85,12.21,0.0
-73.85,12.46,0.0
-73.6,-4.29,0.0
-73.6,-4.04,0.0
-73.6,-3.79,0.000334
-73.6,-3.54,0.0
-73.6,-3.29,0.0
-73.6,-3.04,0.0
-73.6,-2.79,0.000668
-73.6,-2.54,0.000668
-73.6,-2.29,0.000668
-73.6,-2.04,0.100151
-73.6,-1.79,0.300786
-73.6,-1.54,0.156569
-73.6,-1.29,0.18361
-73.6,-1.04,0.094142
-73.6,-0.79,0.018361
-73.6,-0.54,0.008012
-73.6,-0.29,0.016358
-73.6,-0.04,0.012352
-73.6,0.21,0.003338
-73.6,0.46,0.005008
-73.6,0.71,0.012352
-73.6,0.96,0.00434
-73.6,1.21,0.000334
-73.6,1.46,0.000334
-73.6,1.71,0.000334
-73.6,1.96,0.001335
-73.6,2.21,0.001335
-73.6,2.46,0.000334
-73.6,2.71,0.0
-73.6,2.96,0.0
-73.6,3.21,0.0
-73.6,3.46,0.0
-73.6,3.71,0.0
-73.6,3.96,0.0
-73.6,4.21,0.000334
-73.6,4.46,0.003338
-73.6,4.71,0.01569
-73.6,4.96,0.021699
-73.6,5.21,0.042063
-73.6,5.46,0.201637
-73.6,5.71,0.390922
-73.6,5.96,0.337508
-73.6,6.21,0.128527
-73.6,6.46,0.061426
-73.6,6.71,0.041396
-73.6,6.96,0.017359
-73.6,7.21,0.049408
-73.6,7.46,0.199968
-73.6,7.71,0.347524
-73.6,7.96,0.262729
-73.6,8.21,0.147222
-73.6,8.46,0.070439
-73.6,8.71,0.058755
-73.6,8.96,0.064764
-73.6,9.21,1.609424
-73.6,9.46,3.764003
-73.6,9.71,1.200141
-73.6,9.96,0.225673
-73.6,10.21,0.086464
-73.6,10.46,0.069104
-73.6,10.71,0.132867
-73.6,10.96,0.254049
-73.6,11.21,0.19062
-73.6,11.46,0.050409
-73.6,11.71,0.001002
-73.6,11.96,0.0
-73.6,12.21,0.0
-73.6,12.46,0.0
-73.35,-4.29,0.0
-73.35,-4.04,0.0
-73.35,-3.79,0.000334
-73.35,-3.54,0.095477
-73.35,-3.29,0.695381
-73.35,-3.04,0.811556
-73.35,-2.79,0.234353
-73.35,-2.54,0.018027
-73.35,-2.29,0.00868
-73.35,-2.04,0.045736
-73.35,-1.79,0.18361
-73.35,-1.54,0.321818
-73.35,-1.29,0.396264
-73.35,-1.04,0.127859
-73.35,-0.79,0.033384
-73.35,-0.54,0.005008
-73.35,-0.29,0.018361
-73.35,-0.04,0.023035
-73.35,0.21,0.011684
-73.35,0.46,0.033717
-73.35,0.71,0.050743
-73.35,0.96,0.021699
-73.35,1.21,0.010349
-73.35,1.46,0.006343
-73.35,1.71,0.009014
-73.35,1.96,0.012352
-73.35,2.21,0.006343
-73.35,2.46,0.001335
-73.35,2.71,0.000334
-73.35,2.96,0.0
-73.35,3.21,0.000334
-73.35,3.46,0.000668
-73.35,3.71,0.000334
-73.35,3.96,0.0
-73.35,4.21,0.0
-73.35,4.46,0.000668
-73.35,4.71,0.008012
-73.35,4.96,0.01135
-73.35,5.21,0.007011
-73.35,5.46,0.048406
-73.35,5.71,0.21666
-73.35,5.96,0.276083
-73.35,6.21,0.12185
-73.35,6.46,0.076782
-73.35,6.71,0.076782
-73.35,6.96,0.030713
-73.35,7.21,0.672346
-73.35,7.46,1.229185
-73.35,7.71,0.657657
-73.35,7.96,0.2654
-73.35,8.21,0.161911
-73.35,8.46,0.090803
-73.35,8.71,0.059423
-73.35,8.96,0.055751
-73.35,9.21,1.019536
-73.35,9.46,1.583719
-73.35,9.71,0.34986
-73.35,9.96,0.168253
-73.35,10.21,0.05742
-73.35,10.46,0.630283
-73.35,10.71,0.570192
-73.35,10.96,0.601907
-73.35,11.21,0.361211
-73.35,11.46,0.047071
-73.35,11.71,0.0
-73.35,11.96,0.0
-73.35,12.21,0.0
-73.35,12.46,0.0
-73.1,-4.29,0.0
-73.1,-4.04,0.0
-73.1,-3.79,0.03572
-73.1,-3.54,0.216994
-73.1,-3.29,1.626116
-73.1,-3.04,1.644477
-73.1,-2.79,0.508766
-73.1,-2.54,0.105826
-73.1,-2.29,0.019363
-73.1,-2.04,0.072442
-73.1,-1.79,0.229679
-73.1,-1.54,0.369891
-73.1,-1.29,0.389921
-73.1,-1.04,0.129528
-73.1,-0.79,0.039393
-73.1,-0.54,0.007678
-73.1,-0.29,0.008346
-73.1,-0.04,0.015023
-73.1,0.21,0.023369
-73.1,0.46,0.054749
-73.1,0.71,0.086464
-73.1,0.96,0.05308
-73.1,1.21,0.154566
-73.1,1.46,0.062761
-73.1,1.71,0.036054
-73.1,1.96,0.038725
-73.1,2.21,0.026707
-73.1,2.46,0.008346
-73.1,2.71,0.000334
-73.1,2.96,0.0
-73.1,3.21,0.000668
-73.1,3.46,0.001669
-73.1,3.71,0.000668
-73.1,3.96,0.0
-73.1,4.21,0.0
-73.1,4.46,0.0
-73.1,4.71,0.002003
-73.1,4.96,0.004006
-73.1,5.21,0.005008
-73.1,5.46,0.024036
-73.1,5.71,0.109164
-73.1,5.96,0.155902
-73.1,6.21,0.092473
-73.1,6.46,0.748461
-73.1,6.71,1.023876
-73.1,6.96,0.326158
-73.1,7.21,1.286939
-73.1,7.46,1.841441
-73.1,7.71,0.501756
-73.1,7.96,0.157905
-73.1,8.21,0.115507
-73.1,8.46,0.135204
-73.1,8.71,0.061092
-73.1,8.96,0.055751
-73.1,9.21,0.305794
-73.1,9.46,0.641967
-73.1,9.71,0.413957
-73.1,9.96,0.24103
-73.1,10.21,0.161577
-73.1,10.46,0.870645
-73.1,10.71,0.79887
-73.1,10.96,0.658993
-73.1,11.21,0.194293
-73.1,11.46,0.000668
-73.1,11.71,0.0
-73.1,11.96,0.0
-73.1,12.21,0.0
-73.1,12.46,0.0
-72.85,-4.29,0.000334
-72.85,-4.04,0.010015
-72.85,-3.79,0.060758
-72.85,-3.54,0.251713
-72.85,-3.29,1.25656
-72.85,-3.04,1.135711
-72.85,-2.79,0.591892
-72.85,-2.54,0.145886
-72.85,-2.29,0.045068
-72.85,-2.04,0.106828
-72.85,-1.79,0.272077
-72.85,-1.54,0.240362
-72.85,-1.29,0.165917
-72.85,-1.04,0.076115
-72.85,-0.79,0.013687
-72.85,-0.54,0.007678
-72.85,-0.29,0.005008
-72.85,-0.04,0.01135
-72.85,0.21,0.026039
-72.85,0.46,0.071441
-72.85,0.71,0.102488
-72.85,0.96,0.060758
-72.85,1.21,0.276083
-72.85,1.46,0.112169
-72.85,1.71,0.077784
-72.85,1.96,0.074779
-72.85,2.21,0.058088
-72.85,2.46,0.026373
-72.85,2.71,0.005341
-72.85,2.96,0.000334
-72.85,3.21,0.000668
-72.85,3.46,0.001002
-72.85,3.71,0.000334
-72.85,3.96,0.0
-72.85,4.21,0.0
-72.85,4.46,0.0
-72.85,4.71,0.0
-72.85,4.96,0.0
-72.85,5.21,0.002337
-72.85,5.46,0.013353
-72.85,5.71,0.057754
-72.85,5.96,0.075113
-72.85,6.21,0.083459
-72.85,6.46,1.793702
-72.85,6.71,1.854126
-72.85,6.96,0.405611
-72.85,7.21,0.736109
-72.85,7.46,0.829917
-72.85,7.71,0.180272
-72.85,7.96,0.110166
-72.85,8.21,0.063763
-72.85,8.46,0.291105
-72.85,8.71,0.124187
-72.85,8.96,0.052412
-72.85,9.21,0.015023
-72.85,9.46,0.04006
-72.85,9.71,0.10182
-72.85,9.96,0.160909
-72.85,10.21,0.200969
-72.85,10.46,0.29411
-72.85,10.71,0.631952
-72.85,10.96,0.681026
-72.85,11.21,0.11918
-72.85,11.46,0.000668
-72.85,11.71,0.0
-72.85,11.96,0.0
-72.85,12.21,0.0
-72.85,12.46,0.0
-72.6,-4.29,0.006677
-72.6,-4.04,0.022033
-72.6,-3.79,0.053748
-72.6,-3.54,0.140211
-72.6,-3.29,0.327159
-72.6,-3.04,0.294444
-72.6,-2.79,0.286765
-72.6,-2.54,0.098816
-72.6,-2.29,0.108831
-72.6,-2.04,0.217661
-72.6,-1.79,0.645639
-72.6,-1.54,0.277084
-72.6,-1.29,0.033384
-72.6,-1.04,0.007344
-72.6,-0.79,0.003338
-72.6,-0.54,0.002003
-72.6,-0.29,0.004006
-72.6,-0.04,0.012018
-72.6,0.21,0.023035
-72.6,0.46,0.064764
-72.6,0.71,0.128861
-72.6,0.96,0.052078
-72.6,1.21,0.14355
-72.6,1.46,0.144217
-72.6,1.71,0.128193
-72.6,1.96,0.102488
-72.6,2.21,0.071775
-72.6,2.46,0.039393
-72.6,2.71,0.005341
-72.6,2.96,0.000334
-72.6,3.21,0.000334
-72.6,3.46,0.000334
-72.6,3.71,0.0
-72.6,3.96,0.0
-72.6,4.21,0.0
-72.6,4.46,0.0
-72.6,4.71,0.0
-72.6,4.96,0.0
-72.6,5.21,0.000668
-72.6,5.46,0.005341
-72.6,5.71,0.021366
-72.6,5.96,0.042397
-72.6,6.21,0.064097
-72.6,6.46,1.023542
-72.6,6.71,0.987488
-72.6,6.96,0.235688
-72.6,7.21,0.272744
-72.6,7.46,0.226007
-72.6,7.71,0.099483
-72.6,7.96,0.186614
-72.6,8.21,0.107161
-72.6,8.46,0.234353
-72.6,8.71,0.08613
-72.6,8.96,0.023702
-72.6,9.21,0.01135
-72.6,9.46,0.000668
-72.6,9.71,0.007011
-72.6,9.96,0.044734
-72.6,10.21,0.105492
-72.6,10.46,0.035387
-72.6,10.71,1.176105
-72.6,10.96,0.903027
-72.6,11.21,0.11751
-72.6,11.46,0.0
-72.6,11.71,0.0
-72.6,11.96,0.0
-72.6,12.21,0.0
-72.6,12.46,0.0
-72.35,-4.29,0.01135
-72.35,-4.04,0.033717
-72.35,-3.79,0.061426
-72.35,-3.54,0.027375
-72.35,-3.29,0.055417
-72.35,-3.04,0.034051
-72.35,-2.79,0.044066
-72.35,-2.54,0.182942
-72.35,-2.29,0.188951
-72.35,-2.04,0.133201
-72.35,-1.79,0.381909
-72.35,-1.54,0.189285
-72.35,-1.29,0.010683
-72.35,-1.04,0.00434
-72.35,-0.79,0.001002
-72.35,-0.54,0.006677
-72.35,-0.29,0.007678
-72.35,-0.04,0.00434
-72.35,0.21,0.015023
-72.35,0.46,0.032382
-72.35,0.71,0.06443
-72.35,0.96,0.04006
-72.35,1.21,0.068103
-72.35,1.46,0.187616
-72.35,1.71,0.1549
-72.35,1.96,0.096813
-72.35,2.21,0.062094
-72.35,2.46,0.030379
-72.35,2.71,0.003005
-72.35,2.96,0.0
-72.35,3.21,0.0
-72.35,3.46,0.0
-72.35,3.71,0.0
-72.35,3.96,0.0
-72.35,4.21,0.0
-72.35,4.46,0.0
-72.35,4.71,0.0
-72.35,4.96,0.0
-72.35,5.21,0.0
-72.35,5.46,0.000668
-72.35,5.71,0.007344
-72.35,5.96,0.018361
-72.35,6.21,0.124187
-72.35,6.46,0.35153
-72.35,6.71,0.424974
-72.35,6.96,0.312805
-72.35,7.21,0.283761
-72.35,7.46,0.271075
-72.35,7.71,0.105826
-72.35,7.96,0.915045
-72.35,8.21,0.537476
-72.35,8.46,0.146888
-72.35,8.71,0.027041
-72.35,8.96,0.002671
-72.35,9.21,0.002003
-72.35,9.46,0.001335
-72.35,9.71,0.001335
-72.35,9.96,0.01135
-72.35,10.21,0.027041
-72.35,10.46,0.02437
-72.35,10.71,0.665336
-72.35,10.96,0.453683
-72.35,11.21,0.000334
-72.35,11.46,0.0
-72.35,11.71,0.0
-72.35,11.96,0.0
-72.35,12.21,0.0
-72.35,12.46,0.0
-72.1,-4.29,0.006677
-72.1,-4.04,0.021699
-72.1,-3.79,0.031047
-72.1,-3.54,0.007344
-72.1,-3.29,0.009014
-72.1,-3.04,0.019696
-72.1,-2.79,0.064764
-72.1,-2.54,0.161243
-72.1,-2.29,0.143883
-72.1,-2.04,0.052078
-72.1,-1.79,0.025372
-72.1,-1.54,0.023369
-72.1,-1.29,0.017693
-72.1,-1.04,0.005008
-72.1,-0.79,0.000668
-72.1,-0.54,0.033717
-72.1,-0.29,0.026039
-72.1,-0.04,0.006343
-72.1,0.21,0.003338
-72.1,0.46,0.009681
-72.1,0.71,0.007344
-72.1,0.96,0.02003
-72.1,1.21,0.08179
-72.1,1.46,0.198299
-72.1,1.71,0.155902
-72.1,1.96,0.082458
-72.1,2.21,0.03572
-72.1,2.46,0.01302
-72.1,2.71,0.003338
-72.1,2.96,0.0
-72.1,3.21,0.0
-72.1,3.46,0.0
-72.1,3.71,0.0
-72.1,3.96,0.0
-72.1,4.21,0.000334
-72.1,4.46,0.0
-72.1,4.71,0.000668
-72.1,4.96,0.001335
-72.1,5.21,0.0
-72.1,5.46,0.0
-72.1,5.71,0.0
-72.1,5.96,0.003672
-72.1,6.21,0.077784
-72.1,6.46,0.344519
-72.1,6.71,0.414625
-72.1,6.96,0.253048
-72.1,7.21,0.163246
-72.1,7.46,0.230347
-72.1,7.71,0.15056
-72.1,7.96,0.654319
-72.1,8.21,0.413957
-72.1,8.46,0.082458
-72.1,8.71,0.024704
-72.1,8.96,0.0
-72.1,9.21,0.0
-72.1,9.46,0.000334
-72.1,9.71,0.038391
-72.1,9.96,0.150226
-72.1,10.21,0.062761
-72.1,10.46,0.039727
-72.1,10.71,0.00868
-72.1,10.96,0.001669
-72.1,11.21,0.0
-72.1,11.46,0.0
-72.1,11.71,0.0
-72.1,11.96,0.0
-72.1,12.21,0.0
-72.1,12.46,0.0
-71.85,-4.29,0.003338
-71.85,-4.04,0.004674
-71.85,-3.79,0.005341
-71.85,-3.54,0.002671
-71.85,-3.29,0.003338
-71.85,-3.04,0.010349
