longitude,latitude,accumulated_precipitation
-71.85,-2.79,0.038391
-71.85,-2.54,0.047405
-71.85,-2.29,0.04006
-71.85,-2.04,0.027375
-71.85,-1.79,0.01302
-71.85,-1.54,0.016358
-71.85,-1.29,0.010683
-71.85,-1.04,0.003338
-71.85,-0.79,0.000334
-71.85,-0.54,0.022367
-71.85,-0.29,0.020698
-71.85,-0.04,0.006009
-71.85,0.21,0.000334
-71.85,0.46,0.000334
-71.85,0.71,0.003338
-71.85,0.96,0.019363
-71.85,1.21,0.075781
-71.85,1.46,0.145553
-71.85,1.71,0.131198
-71.85,1.96,0.074779
-71.85,2.21,0.024704
-71.85,2.46,0.006343
-71.85,2.71,0.001002
-71.85,2.96,0.0
-71.85,3.21,0.0
-71.85,3.46,0.0
-71.85,3.71,0.0
-71.85,3.96,0.0
-71.85,4.21,0.000334
-71.85,4.46,0.0
-71.85,4.71,0.001335
-71.85,4.96,0.004674
-71.85,5.21,0.009014
-71.85,5.46,0.003005
-71.85,5.71,0.000668
-71.85,5.96,0.0
-71.85,6.21,0.015023
-71.85,6.46,0.085462
-71.85,6.71,0.155902
-71.85,6.96,0.201303
-71.85,7.21,0.191288
-71.85,7.46,0.088133
-71.85,7.71,0.066767
-71.85,7.96,0.153898
-71.85,8.21,0.085128
-71.85,8.46,0.213989
-71.85,8.71,0.107829
-71.85,8.96,0.0
-71.85,9.21,0.0
-71.85,9.46,0.0
-71.85,9.71,0.025038
-71.85,9.96,0.092806
-71.85,10.21,0.048406
-71.85,10.46,0.056084
-71.85,10.71,0.017026
-71.85,10.96,0.001335
-71.85,11.21,0.0
-71.85,11.46,0.0
-71.85,11.71,0.0
-71.85,11.96,0.0
-71.85,12.21,0.0
-71.85,12.46,0.0
-71.6,-4.29,0.001335
-71.6,-4.04,0.001335
-71.6,-3.79,0.000668
-71.6,-3.54,0.000334
-71.6,-3.29,0.000334
-71.6,-3.04,0.000668
-71.6,-2.79,0.003672
-71.6,-2.54,0.005008
-71.6,-2.29,0.003672
-71.6,-2.04,0.003338
-71.6,-1.79,0.004006
-71.6,-1.54,0.006343
-71.6,-1.29,0.002671
-71.6,-1.04,0.0
-71.6,-0.79,0.0
-71.6,-0.54,0.004006
-71.6,-0.29,0.004006
-71.6,-0.04,0.0
-71.6,0.21,0.0
-71.6,0.46,0.000668
-71.6,0.71,0.003672
-71.6,0.96,0.018695
-71.6,1.21,0.045402
-71.6,1.46,0.083459
-71.6,1.71,0.080788
-71.6,1.96,0.044734
-71.6,2.21,0.021366
-71.6,2.46,0.003672
-71.6,2.71,0.000668
-71.6,2.96,0.0
-71.6,3.21,0.0
-71.6,3.46,0.0
-71.6,3.71,0.0
-71.6,3.96,0.0
-71.6,4.21,0.0
-71.6,4.46,0.0
-71.6,4.71,0.001002
-71.6,4.96,0.006343
-71.6,5.21,0.017359
-71.6,5.46,0.029044
-71.6,5.71,0.001335
-71.6,5.96,0.0
-71.6,6.21,0.001335
-71.6,6.46,0.002003
-71.6,6.71,0.016358
-71.6,6.96,0.125856
-71.6,7.21,0.175264
-71.6,7.46,0.03305
-71.6,7.71,0.011684
-71.6,7.96,0.090136
-71.6,8.21,0.083459
-71.6,8.46,0.227009
-71.6,8.71,0.13487
-71.6,8.96,0.014021
-71.6,9.21,0.0
-71.6,9.46,0.0
-71.6,9.71,0.0
-71.6,9.96,0.057754
-71.6,10.21,0.655988
-71.6,10.46,0.320149
-71.6,10.71,0.02003
-71.6,10.96,0.002337
-71.6,11.21,0.0
-71.6,11.46,0.0
-71.6,11.71,0.0
-71.6,11.96,0.0
-71.6,12.21,0.0
-71.6,12.46,0.0
-71.35,-4.29,0.001669
-71.35,-4.04,0.000334
-71.35,-3.79,0.0
-71.35,-3.54,0.0
-71.35,-3.29,0.0
-71.35,-3.04,0.0
-71.35,-2.79,0.0
-71.35,-2.54,0.0
-71.35,-2.29,0.0
-71.35,-2.04,0.000334
-71.35,-1.79,0.001335
-71.35,-1.54,0.002003
-71.35,-1.29,0.000334
-71.35,-1.04,0.0
-71.35,-0.79,0.0
-71.35,-0.54,0.0
-71.35,-0.29,0.0
-71.35,-0.04,0.0
-71.35,0.21,0.0
-71.35,0.46,0.000668
-71.35,0.71,0.00434
-71.35,0.96,0.015356
-71.35,1.21,0.028376
-71.35,1.46,0.034051
-71.35,1.71,0.032048
-71.35,1.96,0.027041
-71.35,2.21,0.012686
-71.35,2.46,0.00434
-71.35,2.71,0.001335
-71.35,2.96,0.0
-71.35,3.21,0.0
-71.35,3.46,0.0
-71.35,3.71,0.0
-71.35,3.96,0.0
-71.35,4.21,0.0
-71.35,4.46,0.0
-71.35,4.71,0.000334
-71.35,4.96,0.006343
-71.35,5.21,0.043399
-71.35,5.46,0.175932
-71.35,5.71,0.054415
-71.35,5.96,0.0
-71.35,6.21,0.0
-71.35,6.46,0.0
-71.35,6.71,0.007344
-71.35,6.96,0.033384
-71.35,7.21,0.055417
-71.35,7.46,0.020698
-71.35,7.71,0.003338
-71.35,7.96,0.027375
-71.35,8.21,0.072109
-71.35,8.46,0.151562
-71.35,8.71,0.52913
-71.35,8.96,0.507097
-71.35,9.21,0.181941
-71.35,9.46,0.000334
-71.35,9.71,0.0
-71.35,9.96,0.097146
-71.35,10.21,0.655988
-71.35,10.46,0.436658
-71.35,10.71,0.075447
-71.35,10.96,0.002337
-71.35,11.21,0.0
-71.35,11.46,0.0
-71.35,11.71,0.0
-71.35,11.96,0.0
-71.35,12.21,0.0
-71.35,12.46,0.0
-71.1,-4.29,0.003005
-71.1,-4.04,0.000334
-71.1,-3.79,0.0
-71.1,-3.54,0.0
-71.1,-3.29,0.0
-71.1,-3.04,0.0
-71.1,-2.79,0.0
-71.1,-2.54,0.0
-71.1,-2.29,0.0
-71.1,-2.04,0.0
-71.1,-1.79,0.000334
-71.1,-1.54,0.000668
-71.1,-1.29,0.000334
-71.1,-1.04,0.0
-71.1,-0.79,0.0
-71.1,-0.54,0.0
-71.1,-0.29,0.0
-71.1,-0.04,0.0
-71.1,0.21,0.0
-71.1,0.46,0.000668
-71.1,0.71,0.004006
-71.1,0.96,0.016692
-71.1,1.21,0.016358
-71.1,1.46,0.015356
-71.1,1.71,0.012018
-71.1,1.96,0.015023
-71.1,2.21,0.023035
-71.1,2.46,0.016692
-71.1,2.71,0.07745
-71.1,2.96,0.029378
-71.1,3.21,0.000334
-71.1,3.46,0.000334
-71.1,3.71,0.0
-71.1,3.96,0.0
-71.1,4.21,0.0
-71.1,4.46,0.0
-71.1,4.71,0.0
-71.1,4.96,0.02003
-71.1,5.21,0.105158
-71.1,5.46,0.286098
-71.1,5.71,0.068103
-71.1,5.96,0.006343
-71.1,6.21,0.0
-71.1,6.46,0.0
-71.1,6.71,0.001669
-71.1,6.96,0.003672
-71.1,7.21,0.003672
-71.1,7.46,0.000334
-71.1,7.71,0.001002
-71.1,7.96,0.007011
-71.1,8.21,0.050743
-71.1,8.46,0.1105
-71.1,8.71,0.777838
-71.1,8.96,0.779508
-71.1,9.21,0.178936
-71.1,9.46,0.009681
-71.1,9.71,0.0
-71.1,9.96,0.047071
-71.1,10.21,0.135871
-71.1,10.46,0.167252
-71.1,10.71,0.085462
-71.1,10.96,0.006343
-71.1,11.21,0.0
-71.1,11.46,0.0
-71.1,11.71,0.0
-71.1,11.96,0.0
-71.1,12.21,0.0
-71.1,12.46,0.0
-70.85,-4.29,0.004674
-70.85,-4.04,0.002003
-70.85,-3.79,0.000334
-70.85,-3.54,0.000334
-70.85,-3.29,0.0
-70.85,-3.04,0.0
-70.85,-2.79,0.0
-70.85,-2.54,0.0
-70.85,-2.29,0.0
-70.85,-2.04,0.0
-70.85,-1.79,0.0
-70.85,-1.54,0.0
-70.85,-1.29,0.0
-70.85,-1.04,0.0
-70.85,-0.79,0.0
-70.85,-0.54,0.0
-70.85,-0.29,0.000334
-70.85,-0.04,0.000334
-70.85,0.21,0.0
-70.85,0.46,0.000668
-70.85,0.71,0.056752
-70.85,0.96,0.208648
-70.85,1.21,0.079119
-70.85,1.46,0.007344
-70.85,1.71,0.007678
-70.85,1.96,0.02437
-70.85,2.21,0.038391
-70.85,2.46,0.029378
-70.85,2.71,0.114172
-70.85,2.96,0.03739
-70.85,3.21,0.003672
-70.85,3.46,0.000334
-70.85,3.71,0.0
-70.85,3.96,0.0
-70.85,4.21,0.0
-70.85,4.46,0.0
-70.85,4.71,0.000334
-70.85,4.96,0.03305
-70.85,5.21,0.10182
-70.85,5.46,0.237358
-70.85,5.71,0.054081
-70.85,5.96,0.007344
-70.85,6.21,0.000334
-70.85,6.46,0.0
-70.85,6.71,0.0
-70.85,6.96,0.000334
-70.85,7.21,0.000668
-70.85,7.46,0.000334
-70.85,7.71,0.0
-70.85,7.96,0.0
-70.85,8.21,0.017359
-70.85,8.46,0.055751
-70.85,8.71,0.454685
-70.85,8.96,0.401939
-70.85,9.21,0.050409
-70.85,9.46,0.016358
-70.85,9.71,0.002337
-70.85,9.96,0.001669
-70.85,10.21,0.007678
-70.85,10.46,0.026707
-70.85,10.71,0.017359
-70.85,10.96,0.006343
-70.85,11.21,0.0
-70.85,11.46,0.0
-70.85,11.71,0.0
-70.85,11.96,0.0
-70.85,12.21,0.0
-70.85,12.46,0.0
-70.6,-4.29,0.005675
-70.6,-4.04,0.004006
-70.6,-3.79,0.000668
-70.6,-3.54,0.000668
-70.6,-3.29,0.0
-70.6,-3.04,0.0
-70.6,-2.79,0.0
-70.6,-2.54,0.0
-70.6,-2.29,0.000334
-70.6,-2.04,0.000334
-70.6,-1.79,0.0
-70.6,-1.54,0.0
-70.6,-1.29,0.0
-70.6,-1.04,0.0
-70.6,-0.79,0.0
-70.6,-0.54,0.0
-70.6,-0.29,0.000668
-70.6,-0.04,0.000668
-70.6,0.21,0.0
-70.6,0.46,0.001669
-70.6,0.71,0.106828
-70.6,0.96,0.369891
-70.6,1.21,0.088133
-70.6,1.46,0.011684
-70.6,1.71,0.138876
-70.6,1.96,0.161911
-70.6,2.21,0.072109
-70.6,2.46,0.060091
-70.6,2.71,0.043733
-70.6,2.96,0.010683
-70.6,3.21,0.003672
-70.6,3.46,0.000334
-70.6,3.71,0.0
-70.6,3.96,0.000334
-70.6,4.21,0.000334
-70.6,4.46,0.0
-70.6,4.71,0.000668
-70.6,4.96,0.018361
-70.6,5.21,0.04173
-70.6,5.46,0.107495
-70.6,5.71,0.043399
-70.6,5.96,0.002671
-70.6,6.21,0.000334
-70.6,6.46,0.0
-70.6,6.71,0.0
-70.6,6.96,0.0
-70.6,7.21,0.0
-70.6,7.46,0.0
-70.6,7.71,0.0
-70.6,7.96,0.0
-70.6,8.21,0.006009
-70.6,8.46,0.019363
-70.6,8.71,0.176266
-70.6,8.96,0.159574
-70.6,9.21,0.050075
-70.6,9.46,0.013687
-70.6,9.71,0.002337
-70.6,9.96,0.000668
-70.6,10.21,0.002337
-70.6,10.46,0.003672
-70.6,10.71,0.001669
-70.6,10.96,0.0
-70.6,11.21,0.0
-70.6,11.46,0.0
-70.6,11.71,0.0
-70.6,11.96,0.0
-70.6,12.21,0.0
-70.6,12.46,0.0
-70.35,-4.29,0.005675
-70.35,-4.04,0.009681
-70.35,-3.79,0.002671
-70.35,-3.54,0.000334
-70.35,-3.29,0.0
-70.35,-3.04,0.0
-70.35,-2.79,0.0
-70.35,-2.54,0.000668
-70.35,-2.29,0.001002
-70.35,-2.04,0.000668
-70.35,-1.79,0.0
-70.35,-1.54,0.0
-70.35,-1.29,0.0
-70.35,-1.04,0.0
-70.35,-0.79,0.0
-70.35,-0.54,0.0
-70.35,-0.29,0.000334
-70.35,-0.04,0.000334
-70.35,0.21,0.0
-70.35,0.46,0.002337
-70.35,0.71,0.074779
-70.35,0.96,0.183276
-70.35,1.21,0.036054
-70.35,1.46,0.064097
-70.35,1.71,0.346188
-70.35,1.96,0.303457
-70.35,2.21,0.157571
-70.35,2.46,0.091137
-70.35,2.71,0.030045
-70.35,2.96,0.00434
-70.35,3.21,0.001002
-70.35,3.46,0.0
-70.35,3.71,0.0
-70.35,3.96,0.000334
-70.35,4.21,0.000334
-70.35,4.46,0.0
-70.35,4.71,0.000668
-70.35,4.96,0.005341
-70.35,5.21,0.016358
-70.35,5.46,0.023702
-70.35,5.71,0.008012
-70.35,5.96,0.001669
-70.35,6.21,0.0
-70.35,6.46,0.0
-70.35,6.71,0.0
-70.35,6.96,0.0
-70.35,7.21,0.0
-70.35,7.46,0.007344
-70.35,7.71,0.002003
-70.35,7.96,0.0
-70.35,8.21,0.018695
-70.35,8.46,0.002671
-70.35,8.71,0.070773
-70.35,8.96,0.069438
-70.35,9.21,0.017026
-70.35,9.46,0.006677
-70.35,9.71,0.0
-70.35,9.96,0.0
-70.35,10.21,0.0
-70.35,10.46,0.0
-70.35,10.71,0.0
-70.35,10.96,0.0
-70.35,11.21,0.0
-70.35,11.46,0.0
-70.35,11.71,0.0
-70.35,11.96,0.0
-70.35,12.21,0.0
-70.35,12.46,0.0
-70.1,-4.29,0.004006
-70.1,-4.04,0.006343
-70.1,-3.79,0.002337
-70.1,-3.54,0.0
-70.1,-3.29,0.0
-70.1,-3.04,0.0
-70.1,-2.79,0.000334
-70.1,-2.54,0.001335
-70.1,-2.29,0.002671
-70.1,-2.04,0.002337
-70.1,-1.79,0.000334
-70.1,-1.54,0.0
-70.1,-1.29,0.0
-70.1,-1.04,0.0
-70.1,-0.79,0.0
-70.1,-0.54,0.0
-70.1,-0.29,0.0
-70.1,-0.04,0.0
-70.1,0.21,0.0
-70.1,0.46,0.001669
-70.1,0.71,0.042063
-70.1,0.96,0.143883
-70.1,1.21,0.032048
-70.1,1.46,0.168587
-70.1,1.71,0.225673
-70.1,1.96,0.224338
-70.1,2.21,0.213321
-70.1,2.46,0.13487
-70.1,2.71,0.042731
-70.1,2.96,0.012018
-70.1,3.21,0.002003
-70.1,3.46,0.001002
-70.1,3.71,0.000668
-70.1,3.96,0.000334
-70.1,4.21,0.000334
-70.1,4.46,0.0
-70.1,4.71,0.000334
-70.1,4.96,0.004006
-70.1,5.21,0.010349
-70.1,5.46,0.014021
-70.1,5.71,0.007678
-70.1,5.96,0.002337
-70.1,6.21,0.000668
-70.1,6.46,0.000668
-70.1,6.71,0.0
-70.1,6.96,0.0
-70.1,7.21,0.039727
-70.1,7.46,0.125189
-70.1,7.71,0.010349
-70.1,7.96,0.007344
-70.1,8.21,0.015023
-70.1,8.46,0.003005
-70.1,8.71,0.000668
-70.1,8.96,0.003338
-70.1,9.21,0.003338
-70.1,9.46,0.0
-70.1,9.71,0.0
-70.1,9.96,0.0
-70.1,10.21,0.0
-70.1,10.46,0.0
-70.1,10.71,0.0
-70.1,10.96,0.0
-70.1,11.21,0.0
-70.1,11.46,0.0
-70.1,11.71,0.0
-70.1,11.96,0.0
-70.1,12.21,0.0
-70.1,12.46,0.0
-69.85,-4.29,0.01135
-69.85,-4.04,0.001335
-69.85,-3.79,0.000334
-69.85,-3.54,0.000668
-69.85,-3.29,0.000334
-69.85,-3.04,0.0
-69.85,-2.79,0.000334
-69.85,-2.54,0.000334
-69.85,-2.29,0.001669
-69.85,-2.04,0.001669
-69.85,-1.79,0.000334
-69.85,-1.54,0.0
-69.85,-1.29,0.0
-69.85,-1.04,0.0
-69.85,-0.79,0.0
-69.85,-0.54,0.0
-69.85,-0.29,0.0
-69.85,-0.04,0.000334
-69.85,0.21,0.008346
-69.85,0.46,0.020364
-69.85,0.71,0.025038
-69.85,0.96,0.066767
-69.85,1.21,0.017359
-69.85,1.46,0.110166
-69.85,1.71,0.113504
-69.85,1.96,0.149892
-69.85,2.21,0.180939
-69.85,2.46,0.139877
-69.85,2.71,0.051411
-69.85,2.96,0.019363
-69.85,3.21,0.006677
-69.85,3.46,0.005675
-69.85,3.71,0.004674
-69.85,3.96,0.001335
-69.85,4.21,0.000334
-69.85,4.46,0.0
-69.85,4.71,0.000334
-69.85,4.96,0.003005
-69.85,5.21,0.009014
-69.85,5.46,0.012018
-69.85,5.71,0.014689
-69.85,5.96,0.01135
-69.85,6.21,0.007344
-69.85,6.46,0.002337
-69.85,6.71,0.000334
-69.85,6.96,0.0
-69.85,7.21,0.026373
-69.85,7.46,0.087799
-69.85,7.71,0.077116
-69.85,7.96,0.070439
-69.85,8.21,0.029044
-69.85,8.46,0.006677
-69.85,8.71,0.003338
-69.85,8.96,0.0
-69.85,9.21,0.0
-69.85,9.46,0.0
-69.85,9.71,0.0
-69.85,9.96,0.0
-69.85,10.21,0.0
-69.85,10.46,0.0
-69.85,10.71,0.0
-69.85,10.96,0.0
-69.85,11.21,0.0
-69.85,11.46,0.0
-69.85,11.71,0.0
-69.85,11.96,0.000334
-69.85,12.21,0.0
-69.85,12.46,0.0
-69.6,-4.29,0.016692
-69.6,-4.04,0.002337
-69.6,-3.79,0.000668
-69.6,-3.54,0.001669
-69.6,-3.29,0.000668
-69.6,-3.04,0.0
-69.6,-2.79,0.0
-69.6,-2.54,0.0
-69.6,-2.29,0.0
-69.6,-2.04,0.04874
-69.6,-1.79,0.126524
-69.6,-1.54,0.033717
-69.6,-1.29,0.0
-69.6,-1.04,0.0
-69.6,-0.79,0.000668
-69.6,-0.54,0.000334
-69.6,-0.29,0.0
-69.6,-0.04,0.000334
-69.6,0.21,0.005008
-69.6,0.46,0.014021
-69.6,0.71,0.008012
-69.6,0.96,0.003338
-69.6,1.21,0.051411
-69.6,1.46,0.108497
-69.6,1.71,0.086464
-69.6,1.96,0.085128
-69.6,2.21,0.078118
-69.6,2.46,0.061426
-69.6,2.71,0.03305
-69.6,2.96,0.016358
-69.6,3.21,0.013687
-69.6,3.46,0.012018
-69.6,3.71,0.01135
-69.6,3.96,0.004674
-69.6,4.21,0.000334
-69.6,4.46,0.0
-69.6,4.71,0.000668
-69.6,4.96,0.004006
-69.6,5.21,0.014021
-69.6,5.46,0.019696
-69.6,5.71,0.03305
-69.6,5.96,0.016024
-69.6,6.21,0.005675
-69.6,6.46,0.002003
-69.6,6.71,0.000334
-69.6,6.96,0.113838
-69.6,7.21,0.379238
-69.6,7.46,0.464366
-69.6,7.71,0.32282
-69.6,7.96,0.19062
-69.6,8.21,0.031381
-69.6,8.46,0.007011
-69.6,8.71,0.003338
-69.6,8.96,0.000334
-69.6,9.21,0.0
-69.6,9.46,0.0
-69.6,9.71,0.0
-69.6,9.96,0.0
-69.6,10.21,0.0
-69.6,10.46,0.0
-69.6,10.71,0.0
-69.6,10.96,0.0
-69.6,11.21,0.0
-69.6,11.46,0.0
-69.6,11.71,0.0
-69.6,11.96,0.000334
-69.6,12.21,0.0
-69.6,12.46,0.0
-69.35,-4.29,0.073444
-69.35,-4.04,0.033384
-69.35,-3.79,0.009014
-69.35,-3.54,0.001002
-69.35,-3.29,0.000334
-69.35,-3.04,0.0
-69.35,-2.79,0.0
-69.35,-2.54,0.0
-69.35,-2.29,0.004674
-69.35,-2.04,0.194627
-69.35,-1.79,0.491407
-69.35,-1.54,0.24537
-69.35,-1.29,0.056418
-69.35,-1.04,0.0
-69.35,-0.79,0.054415
-69.35,-0.54,0.185279
-69.35,-0.29,0.219664
-69.35,-0.04,0.098148
-69.35,0.21,0.026373
-69.35,0.46,0.000334
-69.35,0.71,0.002003
-69.35,0.96,0.008346
-69.35,1.21,0.066433
-69.35,1.46,0.084794
-69.35,1.71,0.063095
-69.35,1.96,0.023702
-69.35,2.21,0.012352
-69.35,2.46,0.010349
-69.35,2.71,0.005008
-69.35,2.96,0.011684
-69.35,3.21,0.026039
-69.35,3.46,0.025705
-69.35,3.71,0.019029
-69.35,3.96,0.009014
-69.35,4.21,0.003005
-69.35,4.46,0.0
-69.35,4.71,0.001002
-69.35,4.96,0.075781
-69.35,5.21,0.172259
-69.35,5.46,0.184945
-69.35,5.71,0.095811
-69.35,5.96,0.01569
-69.35,6.21,0.002671
-69.35,6.46,0.000334
-69.35,6.71,0.0
-69.35,6.96,0.146554
-69.35,7.21,0.337175
-69.35,7.46,0.37156
-69.35,7.71,0.258723
-69.35,7.96,0.142214
-69.35,8.21,0.014355
-69.35,8.46,0.003338
-69.35,8.71,0.000668
-69.35,8.96,0.000334
-69.35,9.21,0.0
-69.35,9.46,0.0
-69.35,9.71,0.0
-69.35,9.96,0.0
-69.35,10.21,0.0
-69.35,10.46,0.0
-69.35,10.71,0.0
-69.35,10.96,0.0
-69.35,11.21,0.0
-69.35,11.46,0.0
-69.35,11.71,0.000334
-69.35,11.96,0.001669
-69.35,12.21,0.000334
-69.35,12.46,0.0
-69.1,-4.29,0.197297
-69.1,-4.04,0.0661
-69.1,-3.79,0.008346
-69.1,-3.54,0.000334
-69.1,-3.29,0.000334
-69.1,-3.04,0.009681
-69.1,-2.79,0.005675
-69.1,-2.54,0.001669
-69.1,-2.29,0.024704
-69.1,-2.04,0.182275
-69.1,-1.79,0.45168
-69.1,-1.54,0.521452
-69.1,-1.29,0.056418
-69.1,-1.04,0.0
-69.1,-0.79,0.545155
-69.1,-0.54,0.516778
-69.1,-0.29,0.450011
-69.1,-0.04,0.277418
-69.1,0.21,0.026039
-69.1,0.46,0.0
-69.1,0.71,0.026039
-69.1,0.96,0.087465
-69.1,1.21,0.112169
-69.1,1.46,0.052078
-69.1,1.71,0.024036
-69.1,1.96,0.006343
-69.1,2.21,0.003672
-69.1,2.46,0.002337
-69.1,2.71,0.004006
-69.1,2.96,0.013353
-69.1,3.21,0.051077
-69.1,3.46,0.053414
-69.1,3.71,0.027375
-69.1,3.96,0.018695
-69.1,4.21,0.043399
-69.1,4.46,0.087131
-69.1,4.71,0.26807
-69.1,4.96,0.36722
-69.1,5.21,0.207312
-69.1,5.46,0.194627
-69.1,5.71,0.080121
-69.1,5.96,0.014355
-69.1,6.21,0.002003
-69.1,6.46,0.0
-69.1,6.71,0.0
-69.1,6.96,0.056418
-69.1,7.21,0.056418
-69.1,7.46,0.052412
-69.1,7.71,0.048406
-69.1,7.96,0.018695
-69.1,8.21,0.007344
-69.1,8.46,0.0
-69.1,8.71,0.0
-69.1,8.96,0.0
-69.1,9.21,0.0
-69.1,9.46,0.0
-69.1,9.71,0.0
-69.1,9.96,0.0
-69.1,10.21,0.0
-69.1,10.46,0.0
-69.1,10.71,0.003338
-69.1,10.96,0.001002
-69.1,11.21,0.0
-69.1,11.46,0.000334
-69.1,11.71,0.001335
-69.1,11.96,0.002337
-69.1,12.21,0.000334
-69.1,12.46,0.000334
-68.85,-4.29,0.134202
-68.85,-4.04,0.060758
-68.85,-3.79,0.026707
-68.85,-3.54,0.0
-68.85,-3.29,0.000668
-68.85,-3.04,0.242365
-68.85,-2.79,0.08179
-68.85,-2.54,0.024036
-68.85,-2.29,0.025372
-68.85,-2.04,0.101152
-68.85,-1.79,0.203974
-68.85,-1.54,0.429647
-68.85,-1.29,0.05742
-68.85,-1.04,0.073778
-68.85,-0.79,0.623272
-68.85,-0.54,0.553834
-68.85,-0.29,0.475717
-68.85,-0.04,0.337508
-68.85,0.21,0.049074
-68.85,0.46,0.0
-68.85,0.71,0.03572
-68.85,0.96,0.121516
-68.85,1.21,0.156569
-68.85,1.46,0.043065
-68.85,1.71,0.007011
-68.85,1.96,0.002337
-68.85,2.21,0.003338
-68.85,2.46,0.004674
-68.85,2.71,0.004006
-68.85,2.96,0.015356
-68.85,3.21,0.059757
-68.85,3.46,0.089468
-68.85,3.71,0.059423
-68.85,3.96,0.043733
-68.85,4.21,0.083459
-68.85,4.46,0.405277
-68.85,4.71,0.656322
-68.85,4.96,0.516111
-68.85,5.21,0.194293
-68.85,5.46,0.055417
-68.85,5.71,0.010683
-68.85,5.96,0.007011
-68.85,6.21,0.0
-68.85,6.46,0.0
-68.85,6.71,0.0
-68.85,6.96,0.0
-68.85,7.21,0.0
-68.85,7.46,0.0
-68.85,7.71,0.0
-68.85,7.96,0.0
-68.85,8.21,0.0
-68.85,8.46,0.0
-68.85,8.71,0.0
-68.85,8.96,0.0
-68.85,9.21,0.0
-68.85,9.46,0.0
-68.85,9.71,0.0
-68.85,9.96,0.0
-68.85,10.21,0.0
-68.85,10.46,0.0
-68.85,10.71,0.015023
-68.85,10.96,0.01135
-68.85,11.21,0.005008
-68.85,11.46,0.003672
-68.85,11.71,0.002003
-68.85,11.96,0.001669
-68.85,12.21,0.000668
-68.85,12.46,0.004006
-68.6,-4.29,0.027708
-68.6,-4.04,0.024704
-68.6,-3.79,0.056752
-68.6,-3.54,0.031381
-68.6,-3.29,0.28977
-68.6,-3.04,0.445338
-68.6,-2.79,0.215992
-68.6,-2.54,0.073778
-68.6,-2.29,0.019696
-68.6,-2.04,0.065766
-68.6,-1.79,0.052746
-68.6,-1.54,0.145219
-68.6,-1.29,0.103823
-68.6,-1.04,0.149225
-68.6,-0.79,0.185947
-68.6,-0.54,0.22367
-68.6,-0.29,0.292441
-68.6,-0.04,0.172259
-68.6,0.21,0.049742
-68.6,0.46,0.000668
-68.6,0.71,0.010349
-68.6,0.96,0.053414
-68.6,1.21,0.111501
-68.6,1.46,0.034719
-68.6,1.71,0.005008
-68.6,1.96,0.001002
-68.6,2.21,0.00434
-68.6,2.46,0.005675
-68.6,2.71,0.003005
-68.6,2.96,0.008012
-68.6,3.21,0.042397
-68.6,3.46,0.083793
-68.6,3.71,0.14188
-68.6,3.96,0.115507
-68.6,4.21,0.184611
-68.6,4.46,0.596565
-68.6,4.71,1.17477
-68.6,4.96,0.925728
-68.6,5.21,0.303457
-68.6,5.46,0.053414
-68.6,5.71,0.0
-68.6,5.96,0.0
-68.6,6.21,0.0
-68.6,6.46,0.0
-68.6,6.71,0.0
-68.6,6.96,0.0
-68.6,7.21,0.0
-68.6,7.46,0.0
-68.6,7.71,0.0
-68.6,7.96,0.0
-68.6,8.21,0.0
-68.6,8.46,0.0
-68.6,8.71,0.0
-68.6,8.96,0.0
-68.6,9.21,0.0
-68.6,9.46,0.0
-68.6,9.71,0.0
-68.6,9.96,0.0
-68.6,10.21,0.000334
-68.6,10.46,0.0
-68.6,10.71,0.028042
-68.6,10.96,0.021366
-68.6,11.21,0.00868
-68.6,11.46,0.006343
-68.6,11.71,0.001669
-68.6,11.96,0.001335
-68.6,12.21,0.002671
-68.6,12.46,0.00868
-68.35,-4.29,0.048406
-68.35,-4.04,0.016692
-68.35,-3.79,0.041396
-68.35,-3.54,0.103823
-68.35,-3.29,0.607916
-68.35,-3.04,0.323487
-68.35,-2.79,0.328495
-68.35,-2.54,0.102488
-68.35,-2.29,0.080788
-68.35,-2.04,0.145886
-68.35,-1.79,0.045736
-68.35,-1.54,0.024036
-68.35,-1.29,0.082458
-68.35,-1.04,0.128193
-68.35,-0.79,0.03572
-68.35,-0.54,0.025372
-68.35,-0.29,0.074112
-68.35,-0.04,0.040394
-68.35,0.21,0.000668
-68.35,0.46,0.003338
-68.35,0.71,0.003005
-68.35,0.96,0.018027
-68.35,1.21,0.038391
-68.35,1.46,0.02003
-68.35,1.71,0.000668
-68.35,1.96,0.000668
-68.35,2.21,0.004006
-68.35,2.46,0.005675
-68.35,2.71,0.002003
-68.35,2.96,0.001335
-68.35,3.21,0.019696
-68.35,3.46,0.064097
-68.35,3.71,0.228678
-68.35,3.96,0.173595
-68.35,4.21,0.266401
-68.35,4.46,0.683029
-68.35,4.71,1.377074
-68.35,4.96,1.296954
-68.35,5.21,0.562514
-68.35,5.46,0.053748
-68.35,5.71,0.0
-68.35,5.96,0.0
-68.35,6.21,0.0
-68.35,6.46,0.0
-68.35,6.71,0.0
-68.35,6.96,0.0
-68.35,7.21,0.0
-68.35,7.46,0.0
-68.35,7.71,0.0
-68.35,7.96,0.0
-68.35,8.21,0.0
-68.35,8.46,0.0
-68.35,8.71,0.0
-68.35,8.96,0.0
-68.35,9.21,0.0
-68.35,9.46,0.0
-68.35,9.71,0.0
-68.35,9.96,0.0
