longitude,latitude,sea_level
-78.83333,-3.0833282,0.0
-78.83333,-3.0,0.0
-78.83333,-2.9166641,0.0
-78.83333,-2.8333282,0.0
-78.83333,-2.75,0.0
-78.83333,-2.6666641,0.0
-78.83333,-2.5833282,0.0
-78.83333,-2.5,0.0
-78.83333,-2.4166641,0.0
-78.83333,-2.3333282,0.0
-78.83333,-2.25,0.0
-78.83333,-2.1666641,0.0
-78.83333,-2.0833282,0.0
-78.83333,-2.0,0.0
-78.83333,-1.9166641,0.0
-78.83333,-1.8333282,0.0
-78.83333,-1.75,0.0
-78.83333,-1.6666641,0.0
-78.83333,-1.5833282,0.0
-78.83333,-1.5,0.0
-78.83333,-1.4166641,0.0
-78.83333,-1.3333282,0.0
-78.83333,-1.25,0.0
-78.83333,-1.1666641,0.0
-78.83333,-1.0833282,0.0
-78.83333,-1.0,0.0
-78.83333,-0.9166641,0.0
-78.83333,-0.83332825,0.0
-78.83333,-0.75,0.0
-78.83333,-0.6666641,0.0
-78.83333,-0.58332825,0.0
-78.83333,-0.5,0.0
-78.83333,-0.41666412,0.0
-78.83333,-0.33332825,0.0
-78.83333,-0.25,0.0
-78.83333,-0.16666412,0.0
-78.83333,-0.08332825,0.0
-78.83333,0.0,0.0
-78.83333,0.08333588,0.0
-78.83333,0.16667175,0.0
-78.83333,0.25,0.0
-78.83333,0.33333588,0.0
-78.83333,0.41667175,0.0
-78.83333,0.5,0.0
-78.83333,0.5833359,0.0
-78.83333,0.66667175,0.0
-78.83333,0.75,0.0
-78.83333,0.8333359,0.0
-78.83333,0.91667175,0.0
-78.83333,1.0,0.0
-78.83333,1.0833359,0.0
-78.83333,1.1666718,0.0
-78.83333,1.25,0.0
-78.83333,1.3333359,0.0
-78.83333,1.4166718,0.282549
-78.83333,1.5,0.282692
-78.83333,1.5833359,0.0
-78.83333,1.6666718,0.0
-78.83333,1.75,0.0
-78.83333,1.8333359,0.284449
-78.83333,1.9166718,0.285842
-78.83333,2.0,0.28601
-78.83333,2.0833359,0.287189
-78.83333,2.1666718,0.285846
-78.83333,2.25,0.283559
-78.83333,2.3333359,0.282959
-78.83333,2.4166718,0.282073
-78.83333,2.5,0.281538
-78.83333,2.5833359,0.280092
-78.83333,2.6666718,0.279295
-78.83333,2.75,0.278908
-78.83333,2.8333359,0.278592
-78.83333,2.9166718,0.277515
-78.83333,3.0,0.276035
-78.83333,3.0833359,0.276044
-78.83333,3.1666718,0.276043
-78.83333,3.25,0.274886
-78.83333,3.3333359,0.274143
-78.83333,3.4166718,0.273883
-78.83333,3.5,0.273821
-78.83333,3.5833359,0.27392
-78.83333,3.6666718,0.272596
