longitude,latitude,sea_level
-77.416664,-0.83332825,0.0
-77.416664,-0.75,0.0
-77.416664,-0.6666641,0.0
-77.416664,-0.58332825,0.0
-77.416664,-0.5,0.0
-77.416664,-0.41666412,0.0
-77.416664,-0.33332825,0.0
-77.416664,-0.25,0.0
-77.416664,-0.16666412,0.0
-77.416664,-0.08332825,0.0
-77.416664,0.0,0.0
-77.416664,0.08333588,0.0
-77.416664,0.16667175,0.0
-77.416664,0.25,0.0
-77.416664,0.33333588,0.0
-77.416664,0.41667175,0.0
-77.416664,0.5,0.0
-77.416664,0.5833359,0.0
-77.416664,0.66667175,0.0
-77.416664,0.75,0.0
-77.416664,0.8333359,0.0
-77.416664,0.91667175,0.0
-77.416664,1.0,0.0
-77.416664,1.0833359,0.0
-77.416664,1.1666718,0.0
-77.416664,1.25,0.0
-77.416664,1.3333359,0.0
-77.416664,1.4166718,0.0
-77.416664,1.5,0.0
-77.416664,1.5833359,0.0
-77.416664,1.6666718,0.0
-77.416664,1.75,0.0
-77.416664,1.8333359,0.0
-77.416664,1.9166718,0.0
-77.416664,2.0,0.0
-77.416664,2.0833359,0.0
-77.416664,2.1666718,0.0
-77.416664,2.25,0.0
-77.416664,2.3333359,0.0
-77.416664,2.4166718,0.0
-77.416664,2.5,0.0
-77.416664,2.5833359,0.0
-77.416664,2.6666718,0.0
-77.416664,2.75,0.0
-77.416664,2.8333359,0.0
-77.416664,2.9166718,0.0
-77.416664,3.0,0.0
-77.416664,3.0833359,0.0
-77.416664,3.1666718,0.0
-77.416664,3.25,0.0
-77.416664,3.3333359,0.299283
-77.416664,3.4166718,0.299731
-77.416664,3.5,0.300469
-77.416664,3.5833359,0.302066
-77.416664,3.6666718,0.30315
-77.416664,3.75,0.305183
-77.416664,3.8333359,0.309047
-77.416664,3.9166718,0.314069
-77.416664,4.0,0.322371
-77.416664,4.083336,0.0
-77.416664,4.1666718,0.0
-77.416664,4.25,0.0
-77.416664,4.333336,0.304352
-77.416664,4.4166718,0.303473
-77.416664,4.5,0.300333
-77.416664,4.583336,0.301541
-77.416664,4.6666718,0.302742
-77.416664,4.75,0.304221
-77.416664,4.833336,0.305449
-77.416664,4.9166718,0.308113
-77.416664,5.0,0.307992
-77.416664,5.083336,0.313172
-77.416664,5.1666718,0.308726
-77.416664,5.25,0.305147
-77.416664,5.333336,0.307705
-77.416664,5.4166718,0.310263
-77.416664,5.5,0.0
-77.416664,5.583336,0.0
-77.416664,5.6666718,0.302048
-77.416664,5.75,0.304533
-77.416664,5.833336,0.305895
-77.416664,5.9166718,0.307067
-77.416664,6.0,0.309492
-77.416664,6.083336,0.311263
-77.416664,6.1666718,0.0
-77.416664,6.25,0.0
-77.416664,6.333336,0.312532
-77.416664,6.4166718,0.316397
-77.416664,6.5,0.319874
-77.416664,6.583336,0.323232
-77.416664,6.6666718,0.324166
-77.416664,6.75,0.0
-77.416664,6.833336,0.0
-77.416664,6.9166718,0.0
-77.416664,7.0,0.0
-77.416664,7.083336,0.0
-77.416664,7.1666718,0.0
-77.416664,7.25,0.0
-77.416664,7.333336,0.0
-77.416664,7.4166718,0.0
-77.416664,7.5,0.0
-77.416664,7.583336,0.0
-77.416664,7.6666718,0.0
-77.416664,7.75,0.0
-77.416664,7.833336,0.0
-77.416664,7.9166718,0.0
-77.416664,8.0,0.0
-77.416664,8.083336,0.0
-77.416664,8.166672,0.0
-77.416664,8.25,0.0
-77.416664,8.333336,0.0
-77.416664,8.416672,0.0
-77.416664,8.5,0.0
-77.416664,8.583336,0.0
-77.416664,8.666672,0.0
-77.416664,8.75,0.145191
-77.416664,8.833336,0.139258
-77.416664,8.916672,0.133382
-77.416664,9.0,0.129423
-77.416664,9.083336,0.128966
-77.416664,9.166672,0.130629
-77.416664,9.25,0.131836
-77.416664,9.333336,0.132179
-77.416664,9.416672,0.13122
-77.416664,9.5,0.129437
-77.416664,9.583336,0.126565
-77.416664,9.666672,0.121284
-77.416664,9.75,0.113738
-77.416664,9.833336,0.104419
-77.416664,9.916672,0.094151
-77.416664,10.0,0.08409
-77.416664,10.083336,0.074887
-77.416664,10.166672,0.066518
-77.416664,10.25,0.059239
-77.416664,10.333336,0.053608
-77.416664,10.416672,0.049872
-77.416664,10.5,0.047945
-77.416664,10.583336,0.04692
-77.416664,10.666672,0.046152
-77.416664,10.75,0.045398
-77.416664,10.833336,0.044604
-77.416664,10.916672,0.042764
-77.416664,11.0,0.04067
-77.416664,11.083336,0.040975
-77.416664,11.166672,0.044033
-77.416664,11.25,0.04977
-77.416664,11.333336,0.058601
-77.416664,11.416672,0.070378
-77.416664,11.5,0.08355
-77.416664,11.583336,0.095406
-77.416664,11.666672,0.103696
-77.416664,11.75,0.110034
-77.416664,11.833336,0.115641
-77.416664,11.916672,0.122104
-77.416664,12.0,0.134628
-77.416664,12.083336,0.15342
-77.416664,12.166672,0.171705
-77.416664,12.25,0.188664
-77.416664,12.333336,0.203845
-77.416664,12.416672,0.21587
-77.33333,-4.25,0.0
-77.33333,-4.166664,0.0
-77.33333,-4.0833282,0.0
-77.33333,-4.0,0.0
-77.33333,-3.9166641,0.0
-77.33333,-3.8333282,0.0
-77.33333,-3.75,0.0
-77.33333,-3.6666641,0.0
-77.33333,-3.5833282,0.0
-77.33333,-3.5,0.0
-77.33333,-3.4166641,0.0
-77.33333,-3.3333282,0.0
-77.33333,-3.25,0.0
-77.33333,-3.1666641,0.0
-77.33333,-3.0833282,0.0
-77.33333,-3.0,0.0
-77.33333,-2.9166641,0.0
-77.33333,-2.8333282,0.0
-77.33333,-2.75,0.0
-77.33333,-2.6666641,0.0
-77.33333,-2.5833282,0.0
-77.33333,-2.5,0.0
-77.33333,-2.4166641,0.0
-77.33333,-2.3333282,0.0
-77.33333,-2.25,0.0
-77.33333,-2.1666641,0.0
-77.33333,-2.0833282,0.0
-77.33333,-2.0,0.0
-77.33333,-1.9166641,0.0
-77.33333,-1.8333282,0.0
-77.33333,-1.75,0.0
-77.33333,-1.6666641,0.0
-77.33333,-1.5833282,0.0
-77.33333,-1.5,0.0
-77.33333,-1.4166641,0.0
-77.33333,-1.3333282,0.0
-77.33333,-1.25,0.0
-77.33333,-1.1666641,0.0
-77.33333,-1.0833282,0.0
-77.33333,-1.0,0.0
-77.33333,-0.9166641,0.0
-77.33333,-0.83332825,0.0
-77.33333,-0.75,0.0
-77.33333,-0.6666641,0.0
-77.33333,-0.58332825,0.0
-77.33333,-0.5,0.0
-77.33333,-0.41666412,0.0
-77.33333,-0.33332825,0.0
-77.33333,-0.25,0.0
-77.33333,-0.16666412,0.0
-77.33333,-0.08332825,0.0
-77.33333,0.0,0.0
-77.33333,0.08333588,0.0
-77.33333,0.16667175,0.0
-77.33333,0.25,0.0
-77.33333,0.33333588,0.0
-77.33333,0.41667175,0.0
-77.33333,0.5,0.0
-77.33333,0.5833359,0.0
-77.33333,0.66667175,0.0
-77.33333,0.75,0.0
-77.33333,0.8333359,0.0
-77.33333,0.91667175,0.0
-77.33333,1.0,0.0
-77.33333,1.0833359,0.0
-77.33333,1.1666718,0.0
-77.33333,1.25,0.0
-77.33333,1.3333359,0.0
-77.33333,1.4166718,0.0
-77.33333,1.5,0.0
-77.33333,1.5833359,0.0
-77.33333,1.6666718,0.0
-77.33333,1.75,0.0
-77.33333,1.8333359,0.0
-77.33333,1.9166718,0.0
-77.33333,2.0,0.0
-77.33333,2.0833359,0.0
-77.33333,2.1666718,0.0
-77.33333,2.25,0.0
-77.33333,2.3333359,0.0
-77.33333,2.4166718,0.0
-77.33333,2.5,0.0
-77.33333,2.5833359,0.0
-77.33333,2.6666718,0.0
-77.33333,2.75,0.0
-77.33333,2.8333359,0.0
-77.33333,2.9166718,0.0
-77.33333,3.0,0.0
-77.33333,3.0833359,0.0
-77.33333,3.1666718,0.0
-77.33333,3.25,0.0
-77.33333,3.3333359,0.0
-77.33333,3.4166718,0.302088
-77.33333,3.5,0.303453
-77.33333,3.5833359,0.307698
-77.33333,3.6666718,0.308074
-77.33333,3.75,0.311369
-77.33333,3.8333359,0.31467
-77.33333,3.9166718,0.319411
-77.33333,4.0,0.324332
-77.33333,4.083336,0.0
-77.33333,4.1666718,0.0
-77.33333,4.25,0.0
-77.33333,4.333336,0.0
-77.33333,4.4166718,0.308291
-77.33333,4.5,0.306059
-77.33333,4.583336,0.30977
-77.33333,4.6666718,0.31209
-77.33333,4.75,0.313678
-77.33333,4.833336,0.314655
-77.33333,4.9166718,0.313564
-77.33333,5.0,0.0
-77.33333,5.083336,0.0
-77.33333,5.1666718,0.0
-77.33333,5.25,0.0
-77.33333,5.333336,0.0
-77.33333,5.4166718,0.0
-77.33333,5.5,0.0
-77.33333,5.583336,0.0
-77.33333,5.6666718,0.304472
-77.33333,5.75,0.306921
-77.33333,5.833336,0.308868
-77.33333,5.9166718,0.30989
-77.33333,6.0,0.309759
-77.33333,6.083336,0.0
-77.33333,6.1666718,0.0
-77.33333,6.25,0.0
-77.33333,6.333336,0.0
-77.33333,6.4166718,0.0
-77.33333,6.5,0.0
-77.33333,6.583336,0.0
-77.33333,6.6666718,0.0
-77.33333,6.75,0.0
-77.33333,6.833336,0.0
-77.33333,6.9166718,0.0
-77.33333,7.0,0.0
-77.33333,7.083336,0.0
-77.33333,7.1666718,0.0
-77.33333,7.25,0.0
-77.33333,7.333336,0.0
-77.33333,7.4166718,0.0
-77.33333,7.5,0.0
-77.33333,7.583336,0.0
-77.33333,7.6666718,0.0
-77.33333,7.75,0.0
-77.33333,7.833336,0.0
-77.33333,7.9166718,0.0
-77.33333,8.0,0.0
-77.33333,8.083336,0.0
-77.33333,8.166672,0.0
-77.33333,8.25,0.0
-77.33333,8.333336,0.0
-77.33333,8.416672,0.0
-77.33333,8.5,0.0
-77.33333,8.583336,0.0
-77.33333,8.666672,0.149489
-77.33333,8.75,0.14488
-77.33333,8.833336,0.137421
-77.33333,8.916672,0.131109
-77.33333,9.0,0.128326
-77.33333,9.083336,0.128488
-77.33333,9.166672,0.129991
-77.33333,9.25,0.131153
-77.33333,9.333336,0.131639
-77.33333,9.416672,0.131227
-77.33333,9.5,0.129439
-77.33333,9.583336,0.126719
-77.33333,9.666672,0.122325
-77.33333,9.75,0.115731
-77.33333,9.833336,0.107424
-77.33333,9.916672,0.097867
-77.33333,10.0,0.087996
-77.33333,10.083336,0.07875
-77.33333,10.166672,0.070449
-77.33333,10.25,0.06349
-77.33333,10.333336,0.058336
-77.33333,10.416672,0.054749
-77.33333,10.5,0.052307
-77.33333,10.583336,0.050316
-77.33333,10.666672,0.048447
-77.33333,10.75,0.046695
-77.33333,10.833336,0.044639
-77.33333,10.916672,0.041741
-77.33333,11.0,0.039294
-77.33333,11.083336,0.039691
-77.33333,11.166672,0.042559
-77.33333,11.25,0.048535
-77.33333,11.333336,0.057703
-77.33333,11.416672,0.069287
-77.33333,11.5,0.082143
-77.33333,11.583336,0.094042
-77.33333,11.666672,0.102489
-77.33333,11.75,0.107903
-77.33333,11.833336,0.112399
-77.33333,11.916672,0.11818
-77.33333,12.0,0.130632
-77.33333,12.083336,0.149676
-77.33333,12.166672,0.166757
-77.33333,12.25,0.18295
-77.33333,12.333336,0.198611
-77.33333,12.416672,0.211327
-77.25,-4.25,0.0
-77.25,-4.166664,0.0
-77.25,-4.0833282,0.0
-77.25,-4.0,0.0
-77.25,-3.9166641,0.0
-77.25,-3.8333282,0.0
-77.25,-3.75,0.0
-77.25,-3.6666641,0.0
-77.25,-3.5833282,0.0
-77.25,-3.5,0.0
-77.25,-3.4166641,0.0
-77.25,-3.3333282,0.0
-77.25,-3.25,0.0
-77.25,-3.1666641,0.0
-77.25,-3.0833282,0.0
-77.25,-3.0,0.0
-77.25,-2.9166641,0.0
-77.25,-2.8333282,0.0
-77.25,-2.75,0.0
-77.25,-2.6666641,0.0
-77.25,-2.5833282,0.0
-77.25,-2.5,0.0
-77.25,-2.4166641,0.0
-77.25,-2.3333282,0.0
-77.25,-2.25,0.0
-77.25,-2.1666641,0.0
-77.25,-2.0833282,0.0
-77.25,-2.0,0.0
-77.25,-1.9166641,0.0
-77.25,-1.8333282,0.0
-77.25,-1.75,0.0
-77.25,-1.6666641,0.0
-77.25,-1.5833282,0.0
-77.25,-1.5,0.0
-77.25,-1.4166641,0.0
-77.25,-1.3333282,0.0
-77.25,-1.25,0.0
-77.25,-1.1666641,0.0
-77.25,-1.0833282,0.0
-77.25,-1.0,0.0
-77.25,-0.9166641,0.0
-77.25,-0.83332825,0.0
-77.25,-0.75,0.0
-77.25,-0.6666641,0.0
-77.25,-0.58332825,0.0
-77.25,-0.5,0.0
-77.25,-0.41666412,0.0
-77.25,-0.33332825,0.0
-77.25,-0.25,0.0
-77.25,-0.16666412,0.0
-77.25,-0.08332825,0.0
-77.25,0.0,0.0
-77.25,0.08333588,0.0
-77.25,0.16667175,0.0
-77.25,0.25,0.0
-77.25,0.33333588,0.0
-77.25,0.41667175,0.0
-77.25,0.5,0.0
-77.25,0.5833359,0.0
-77.25,0.66667175,0.0
-77.25,0.75,0.0
-77.25,0.8333359,0.0
-77.25,0.91667175,0.0
-77.25,1.0,0.0
-77.25,1.0833359,0.0
-77.25,1.1666718,0.0
-77.25,1.25,0.0
-77.25,1.3333359,0.0
-77.25,1.4166718,0.0
-77.25,1.5,0.0
-77.25,1.5833359,0.0
-77.25,1.6666718,0.0
-77.25,1.75,0.0
-77.25,1.8333359,0.0
-77.25,1.9166718,0.0
-77.25,2.0,0.0
-77.25,2.0833359,0.0
-77.25,2.1666718,0.0
-77.25,2.25,0.0
-77.25,2.3333359,0.0
-77.25,2.4166718,0.0
-77.25,2.5,0.0
-77.25,2.5833359,0.0
-77.25,2.6666718,0.0
-77.25,2.75,0.0
-77.25,2.8333359,0.0
-77.25,2.9166718,0.0
-77.25,3.0,0.0
-77.25,3.0833359,0.0
-77.25,3.1666718,0.0
-77.25,3.25,0.0
-77.25,3.3333359,0.0
-77.25,3.4166718,0.0
-77.25,3.5,0.0
-77.25,3.5833359,0.312423
-77.25,3.6666718,0.314939
-77.25,3.75,0.316533
-77.25,3.8333359,0.319184
-77.25,3.9166718,0.0
-77.25,4.0,0.0
-77.25,4.083336,0.0
-77.25,4.1666718,0.0
-77.25,4.25,0.0
-77.25,4.333336,0.0
-77.25,4.4166718,0.0
-77.25,4.5,0.0
-77.25,4.583336,0.0
-77.25,4.6666718,0.0
-77.25,4.75,0.0
-77.25,4.833336,0.0
-77.25,4.9166718,0.0
-77.25,5.0,0.0
-77.25,5.083336,0.0
-77.25,5.1666718,0.0
-77.25,5.25,0.0
-77.25,5.333336,0.0
-77.25,5.4166718,0.0
-77.25,5.5,0.0
-77.25,5.583336,0.0
-77.25,5.6666718,0.0
-77.25,5.75,0.0
-77.25,5.833336,0.0
-77.25,5.9166718,0.0
-77.25,6.0,0.0
-77.25,6.083336,0.0
-77.25,6.1666718,0.0
-77.25,6.25,0.0
-77.25,6.333336,0.0
-77.25,6.4166718,0.0
-77.25,6.5,0.0
-77.25,6.583336,0.0
-77.25,6.6666718,0.0
-77.25,6.75,0.0
-77.25,6.833336,0.0
-77.25,6.9166718,0.0
-77.25,7.0,0.0
-77.25,7.083336,0.0
-77.25,7.1666718,0.0
-77.25,7.25,0.0
-77.25,7.333336,0.0
-77.25,7.4166718,0.0
-77.25,7.5,0.0
-77.25,7.583336,0.0
-77.25,7.6666718,0.0
-77.25,7.75,0.0
-77.25,7.833336,0.0
-77.25,7.9166718,0.0
-77.25,8.0,0.0
-77.25,8.083336,0.0
-77.25,8.166672,0.0
-77.25,8.25,0.0
-77.25,8.333336,0.0
-77.25,8.416672,0.0
-77.25,8.5,0.159546
-77.25,8.583336,0.15547
-77.25,8.666672,0.151832
-77.25,8.75,0.146115
-77.25,8.833336,0.137964
-77.25,8.916672,0.131063
-77.25,9.0,0.128991
-77.25,9.083336,0.129729
-77.25,9.166672,0.130968
-77.25,9.25,0.131993
-77.25,9.333336,0.132232
-77.25,9.416672,0.131601
-77.25,9.5,0.129851
-77.25,9.583336,0.126942
-77.25,9.666672,0.122887
-77.25,9.75,0.117037
-77.25,9.833336,0.109796
-77.25,9.916672,0.101632
-77.25,10.0,0.092922
-77.25,10.083336,0.084332
-77.25,10.166672,0.07634
-77.25,10.25,0.069618
-77.25,10.333336,0.064404
-77.25,10.416672,0.06018
-77.25,10.5,0.056803
-77.25,10.583336,0.053623
-77.25,10.666672,0.050453
-77.25,10.75,0.047728
-77.25,10.833336,0.044522
-77.25,10.916672,0.040645
-77.25,11.0,0.038275
-77.25,11.083336,0.038958
-77.25,11.166672,0.041601
-77.25,11.25,0.047938
-77.25,11.333336,0.057204
-77.25,11.416672,0.068356
-77.25,11.5,0.081117
-77.25,11.583336,0.092592
-77.25,11.666672,0.100885
-77.25,11.75,0.105795
-77.25,11.833336,0.109552
-77.25,11.916672,0.113801
-77.25,12.0,0.125093
-77.25,12.083336,0.143894
-77.25,12.166672,0.161166
-77.25,12.25,0.17692
-77.25,12.333336,0.192881
-77.25,12.416672,0.206936
-77.166664,-4.25,0.0
-77.166664,-4.166664,0.0
-77.166664,-4.0833282,0.0
-77.166664,-4.0,0.0
-77.166664,-3.9166641,0.0
-77.166664,-3.8333282,0.0
-77.166664,-3.75,0.0
-77.166664,-3.6666641,0.0
-77.166664,-3.5833282,0.0
-77.166664,-3.5,0.0
-77.166664,-3.4166641,0.0
-77.166664,-3.3333282,0.0
-77.166664,-3.25,0.0
-77.166664,-3.1666641,0.0
-77.166664,-3.0833282,0.0
-77.166664,-3.0,0.0
-77.166664,-2.9166641,0.0
-77.166664,-2.8333282,0.0
-77.166664,-2.75,0.0
-77.166664,-2.6666641,0.0
-77.166664,-2.5833282,0.0
-77.166664,-2.5,0.0
-77.166664,-2.4166641,0.0
-77.166664,-2.3333282,0.0
-77.166664,-2.25,0.0
-77.166664,-2.1666641,0.0
-77.166664,-2.0833282,0.0
-77.166664,-2.0,0.0
-77.166664,-1.9166641,0.0
-77.166664,-1.8333282,0.0
-77.166664,-1.75,0.0
-77.166664,-1.6666641,0.0
-77.166664,-1.5833282,0.0
-77.166664,-1.5,0.0
-77.166664,-1.4166641,0.0
-77.166664,-1.3333282,0.0
-77.166664,-1.25,0.0
-77.166664,-1.1666641,0.0
-77.166664,-1.0833282,0.0
-77.166664,-1.0,0.0
-77.166664,-0.9166641,0.0
-77.166664,-0.83332825,0.0
-77.166664,-0.75,0.0
-77.166664,-0.6666641,0.0
-77.166664,-0.58332825,0.0
-77.166664,-0.5,0.0
-77.166664,-0.41666412,0.0
-77.166664,-0.33332825,0.0
-77.166664,-0.25,0.0
-77.166664,-0.16666412,0.0
-77.166664,-0.08332825,0.0
-77.166664,0.0,0.0
-77.166664,0.08333588,0.0
-77.166664,0.16667175,0.0
-77.166664,0.25,0.0
-77.166664,0.33333588,0.0
-77.166664,0.41667175,0.0
-77.166664,0.5,0.0
-77.166664,0.5833359,0.0
-77.166664,0.66667175,0.0
-77.166664,0.75,0.0
-77.166664,0.8333359,0.0
-77.166664,0.91667175,0.0
-77.166664,1.0,0.0
-77.166664,1.0833359,0.0
-77.166664,1.1666718,0.0
-77.166664,1.25,0.0
-77.166664,1.3333359,0.0
-77.166664,1.4166718,0.0
-77.166664,1.5,0.0
-77.166664,1.5833359,0.0
-77.166664,1.6666718,0.0
-77.166664,1.75,0.0
-77.166664,1.8333359,0.0
-77.166664,1.9166718,0.0
-77.166664,2.0,0.0
-77.166664,2.0833359,0.0
-77.166664,2.1666718,0.0
-77.166664,2.25,0.0
-77.166664,2.3333359,0.0
-77.166664,2.4166718,0.0
-77.166664,2.5,0.0
-77.166664,2.5833359,0.0
-77.166664,2.6666718,0.0
-77.166664,2.75,0.0
-77.166664,2.8333359,0.0
-77.166664,2.9166718,0.0
-77.166664,3.0,0.0
-77.166664,3.0833359,0.0
-77.166664,3.1666718,0.0
-77.166664,3.25,0.0
-77.166664,3.3333359,0.0
-77.166664,3.4166718,0.0
-77.166664,3.5,0.0
-77.166664,3.5833359,0.0
-77.166664,3.6666718,0.318234
-77.166664,3.75,0.319505
-77.166664,3.8333359,0.321576
-77.166664,3.9166718,0.0
-77.166664,4.0,0.0
-77.166664,4.083336,0.0
-77.166664,4.1666718,0.0
-77.166664,4.25,0.0
-77.166664,4.333336,0.0
-77.166664,4.4166718,0.0
-77.166664,4.5,0.0
-77.166664,4.583336,0.0
-77.166664,4.6666718,0.0
-77.166664,4.75,0.0
-77.166664,4.833336,0.0
-77.166664,4.9166718,0.0
-77.166664,5.0,0.0
-77.166664,5.083336,0.0
-77.166664,5.1666718,0.0
-77.166664,5.25,0.0
-77.166664,5.333336,0.0
-77.166664,5.4166718,0.0
-77.166664,5.5,0.0
-77.166664,5.583336,0.0
-77.166664,5.6666718,0.0
-77.166664,5.75,0.0
-77.166664,5.833336,0.0
-77.166664,5.9166718,0.0
-77.166664,6.0,0.0
-77.166664,6.083336,0.0
-77.166664,6.1666718,0.0
-77.166664,6.25,0.0
-77.166664,6.333336,0.0
-77.166664,6.4166718,0.0
-77.166664,6.5,0.0
-77.166664,6.583336,0.0
-77.166664,6.6666718,0.0
-77.166664,6.75,0.0
-77.166664,6.833336,0.0
-77.166664,6.9166718,0.0
-77.166664,7.0,0.0
-77.166664,7.083336,0.0
-77.166664,7.1666718,0.0
-77.166664,7.25,0.0
-77.166664,7.333336,0.0
-77.166664,7.4166718,0.0
-77.166664,7.5,0.0
-77.166664,7.583336,0.0
-77.166664,7.6666718,0.0
-77.166664,7.75,0.0
-77.166664,7.833336,0.0
-77.166664,7.9166718,0.0
-77.166664,8.0,0.0
-77.166664,8.083336,0.0
-77.166664,8.166672,0.0
-77.166664,8.25,0.0
-77.166664,8.333336,0.0
-77.166664,8.416672,0.0
-77.166664,8.5,0.15875
-77.166664,8.583336,0.157444
-77.166664,8.666672,0.153717
-77.166664,8.75,0.148186
-77.166664,8.833336,0.140967
-77.166664,8.916672,0.134435
-77.166664,9.0,0.13165
-77.166664,9.083336,0.131847
-77.166664,9.166672,0.132865
-77.166664,9.25,0.133678
-77.166664,9.333336,0.133831
-77.166664,9.416672,0.132696
-77.166664,9.5,0.130392
-77.166664,9.583336,0.127271
-77.166664,9.666672,0.123214
-77.166664,9.75,0.117822
-77.166664,9.833336,0.111233
-77.166664,9.916672,0.104086
-77.166664,10.0,0.096618
-77.166664,10.083336,0.089011
-77.166664,10.166672,0.081754
-77.166664,10.25,0.075431
-77.166664,10.333336,0.069876
-77.166664,10.416672,0.064956
-77.166664,10.5,0.060696
-77.166664,10.583336,0.056332
-77.166664,10.666672,0.05196
-77.166664,10.75,0.048333
-77.166664,10.833336,0.044022
-77.166664,10.916672,0.039532
-77.166664,11.0,0.037681
-77.166664,11.083336,0.038633
-77.166664,11.166672,0.041086
-77.166664,11.25,0.047766
-77.166664,11.333336,0.056885
-77.166664,11.416672,0.067585
-77.166664,11.5,0.080285
-77.166664,11.583336,0.091456
-77.166664,11.666672,0.099209
-77.166664,11.75,0.103815
-77.166664,11.833336,0.107491
-77.166664,11.916672,0.110334
-77.166664,12.0,0.119724
-77.166664,12.083336,0.137034
-77.166664,12.166672,0.155266
-77.166664,12.25,0.170582
-77.166664,12.333336,0.186661
-77.166664,12.416672,0.202399
-77.08333,-4.25,0.0
-77.08333,-4.166664,0.0
-77.08333,-4.0833282,0.0
-77.08333,-4.0,0.0
-77.08333,-3.9166641,0.0
-77.08333,-3.8333282,0.0
-77.08333,-3.75,0.0
-77.08333,-3.6666641,0.0
-77.08333,-3.5833282,0.0
-77.08333,-3.5,0.0
-77.08333,-3.4166641,0.0
-77.08333,-3.3333282,0.0
-77.08333,-3.25,0.0
-77.08333,-3.1666641,0.0
-77.08333,-3.0833282,0.0
-77.08333,-3.0,0.0
-77.08333,-2.9166641,0.0
-77.08333,-2.8333282,0.0
-77.08333,-2.75,0.0
-77.08333,-2.6666641,0.0
-77.08333,-2.5833282,0.0
-77.08333,-2.5,0.0
-77.08333,-2.4166641,0.0
-77.08333,-2.3333282,0.0
-77.08333,-2.25,0.0
-77.08333,-2.1666641,0.0
-77.08333,-2.0833282,0.0
-77.08333,-2.0,0.0
-77.08333,-1.9166641,0.0
-77.08333,-1.8333282,0.0
-77.08333,-1.75,0.0
-77.08333,-1.6666641,0.0
-77.08333,-1.5833282,0.0
-77.08333,-1.5,0.0
-77.08333,-1.4166641,0.0
-77.08333,-1.3333282,0.0
-77.08333,-1.25,0.0
-77.08333,-1.1666641,0.0
-77.08333,-1.0833282,0.0
-77.08333,-1.0,0.0
-77.08333,-0.9166641,0.0
-77.08333,-0.83332825,0.0
-77.08333,-0.75,0.0
-77.08333,-0.6666641,0.0
-77.08333,-0.58332825,0.0
-77.08333,-0.5,0.0
-77.08333,-0.41666412,0.0
-77.08333,-0.33332825,0.0
-77.08333,-0.25,0.0
-77.08333,-0.16666412,0.0
-77.08333,-0.08332825,0.0
-77.08333,0.0,0.0
-77.08333,0.08333588,0.0
-77.08333,0.16667175,0.0
-77.08333,0.25,0.0
-77.08333,0.33333588,0.0
-77.08333,0.41667175,0.0
-77.08333,0.5,0.0
-77.08333,0.5833359,0.0
-77.08333,0.66667175,0.0
-77.08333,0.75,0.0
-77.08333,0.8333359,0.0
-77.08333,0.91667175,0.0
-77.08333,1.0,0.0
-77.08333,1.0833359,0.0
-77.08333,1.1666718,0.0
-77.08333,1.25,0.0
-77.08333,1.3333359,0.0
-77.08333,1.4166718,0.0
-77.08333,1.5,0.0
-77.08333,1.5833359,0.0
-77.08333,1.6666718,0.0
-77.08333,1.75,0.0
-77.08333,1.8333359,0.0
-77.08333,1.9166718,0.0
-77.08333,2.0,0.0
-77.08333,2.0833359,0.0
-77.08333,2.1666718,0.0
-77.08333,2.25,0.0
-77.08333,2.3333359,0.0
-77.08333,2.4166718,0.0
-77.08333,2.5,0.0
-77.08333,2.5833359,0.0
-77.08333,2.6666718,0.0
-77.08333,2.75,0.0
-77.08333,2.8333359,0.0
-77.08333,2.9166718,0.0
-77.08333,3.0,0.0
-77.08333,3.0833359,0.0
-77.08333,3.1666718,0.0
-77.08333,3.25,0.0
-77.08333,3.3333359,0.0
-77.08333,3.4166718,0.0
-77.08333,3.5,0.0
-77.08333,3.5833359,0.0
-77.08333,3.6666718,0.0
-77.08333,3.75,0.0
-77.08333,3.8333359,0.0
-77.08333,3.9166718,0.0
-77.08333,4.0,0.0
-77.08333,4.083336,0.0
-77.08333,4.1666718,0.0
-77.08333,4.25,0.0
-77.08333,4.333336,0.0
-77.08333,4.4166718,0.0
-77.08333,4.5,0.0
-77.08333,4.583336,0.0
-77.08333,4.6666718,0.0
-77.08333,4.75,0.0
-77.08333,4.833336,0.0
-77.08333,4.9166718,0.0
-77.08333,5.0,0.0
-77.08333,5.083336,0.0
-77.08333,5.1666718,0.0
-77.08333,5.25,0.0
-77.08333,5.333336,0.0
-77.08333,5.4166718,0.0
-77.08333,5.5,0.0
-77.08333,5.583336,0.0
-77.08333,5.6666718,0.0
-77.08333,5.75,0.0
-77.08333,5.833336,0.0
-77.08333,5.9166718,0.0
-77.08333,6.0,0.0
-77.08333,6.083336,0.0
-77.08333,6.1666718,0.0
-77.08333,6.25,0.0
-77.08333,6.333336,0.0
-77.08333,6.4166718,0.0
-77.08333,6.5,0.0
-77.08333,6.583336,0.0
-77.08333,6.6666718,0.0
-77.08333,6.75,0.0
-77.08333,6.833336,0.0
-77.08333,6.9166718,0.0
-77.08333,7.0,0.0
-77.08333,7.083336,0.0
-77.08333,7.1666718,0.0
-77.08333,7.25,0.0
-77.08333,7.333336,0.0
-77.08333,7.4166718,0.0
-77.08333,7.5,0.0
-77.08333,7.583336,0.0
-77.08333,7.6666718,0.0
-77.08333,7.75,0.0
-77.08333,7.833336,0.0
-77.08333,7.9166718,0.0
