DN,geometry
4,"POLYGON ((-76.73833144126581 1.486907960674419, -76.73833144126581 1.473210356209302, -76.79312185911392 1.473210356209302, -76.79312185911392 1.459512751744186, -76.7794242546519 1.459512751744186, -76.7794242546519 1.44581514727907, -76.79312185911392 1.44581514727907, -76.79312185911392 1.432117542813954, -76.82051706803797 1.432117542813954, -76.82051706803797 1.418419938348837, -76.76572665018988 1.418419938348837, -76.76572665018988 1.432117542813954, -76.75202904572784 1.432117542813954, -76.75202904572784 1.44581514727907, -76.73833144126581 1.44581514727907, -76.73833144126581 1.459512751744186, -76.72463383680379 1.459512751744186, -76.72463383680379 1.473210356209302, -76.71093623234177 1.473210356209302, -76.71093623234177 1.486907960674419, -76.73833144126581 1.486907960674419))"
3,"POLYGON ((-76.75202904572784 1.44581514727907, -76.75202904572784 1.432117542813954, -76.76572665018988 1.432117542813954, -76.76572665018988 1.418419938348837, -76.73833144126581 1.418419938348837, -76.73833144126581 1.44581514727907, -76.75202904572784 1.44581514727907))"
4,"POLYGON ((-76.62875060556962 1.432117542813954, -76.62875060556962 1.418419938348837, -76.60135539664557 1.418419938348837, -76.60135539664557 1.432117542813954, -76.62875060556962 1.432117542813954))"
5,"POLYGON ((-76.60135539664557 1.432117542813954, -76.60135539664557 1.418419938348837, -76.58765779218353 1.418419938348837, -76.58765779218353 1.432117542813954, -76.60135539664557 1.432117542813954))"
6,"POLYGON ((-76.35479851632911 1.432117542813954, -76.35479851632911 1.418419938348837, -76.34110091186709 1.418419938348837, -76.34110091186709 1.432117542813954, -76.35479851632911 1.432117542813954))"
5,"POLYGON ((-76.50547216541139 1.432117542813954, -76.50547216541139 1.404722333883721, -76.49177456094937 1.404722333883721, -76.49177456094937 1.432117542813954, -76.50547216541139 1.432117542813954))"
4,"POLYGON ((-76.84791227696202 1.418419938348837, -76.84791227696202 1.404722333883721, -76.82051706803797 1.404722333883721, -76.82051706803797 1.418419938348837, -76.84791227696202 1.418419938348837))"
3,"POLYGON ((-76.82051706803797 1.418419938348837, -76.82051706803797 1.404722333883721, -76.79312185911392 1.404722333883721, -76.79312185911392 1.418419938348837, -76.82051706803797 1.418419938348837))"
6,"POLYGON ((-76.49177456094937 1.418419938348837, -76.49177456094937 1.404722333883721, -76.47807695648734 1.404722333883721, -76.47807695648734 1.418419938348837, -76.49177456094937 1.418419938348837))"
6,"POLYGON ((-76.36849612079114 1.418419938348837, -76.36849612079114 1.391024729418605, -76.35479851632911 1.391024729418605, -76.35479851632911 1.418419938348837, -76.36849612079114 1.418419938348837))"
5,"POLYGON ((-76.35479851632911 1.44581514727907, -76.35479851632911 1.432117542813954, -76.34110091186709 1.432117542813954, -76.34110091186709 1.418419938348837, -76.35479851632911 1.418419938348837, -76.35479851632911 1.391024729418605, -76.34110091186709 1.391024729418605, -76.34110091186709 1.404722333883721, -76.32740330740506 1.404722333883721, -76.32740330740506 1.432117542813954, -76.31370570294304 1.432117542813954, -76.31370570294304 1.44581514727907, -76.35479851632911 1.44581514727907))"
6,"POLYGON ((-76.39589132971518 1.404722333883721, -76.39589132971518 1.391024729418605, -76.38219372525316 1.391024729418605, -76.38219372525316 1.404722333883721, -76.39589132971518 1.404722333883721))"
5,"POLYGON ((-76.38219372525316 1.404722333883721, -76.38219372525316 1.391024729418605, -76.36849612079114 1.391024729418605, -76.36849612079114 1.404722333883721, -76.38219372525316 1.404722333883721))"
