longitude,latitude,sea_temperature,geometry
-75.1,-3.54,0.0,"POLYGON ((-75.09 -3.54, -75.09004815273327 -3.540980171403296, -75.09019214719596 -3.541950903220161, -75.09043059664268 -3.542902846772545, -75.09076120467488 -3.543826834323651, -75.0911807873565 -3.54471396736826, -75.09168530387697 -3.545555702330196, -75.09226989546637 -3.546343932841637, -75.09292893218813 -3.547071067811865, -75.09365606715836 -3.547730104533628, -75.0944442976698 -3.548314696123025, -75.09528603263173 -3.548819212643484, -75.09617316567635 -3.549238795325113, -75.09709715322745 -3.549569403357322, -75.09804909677983 -3.549807852804032, -75.0990198285967 -3.549951847266722, -75.1 -3.55, -75.1009801714033 -3.549951847266722, -75.10195090322016 -3.549807852804032, -75.10290284677254 -3.549569403357322, -75.10382683432364 -3.549238795325113, -75.10471396736826 -3.548819212643484, -75.1055557023302 -3.548314696123025, -75.10634393284163 -3.547730104533628, -75.10707106781186 -3.547071067811865, -75.10773010453362 -3.546343932841637, -75.10831469612302 -3.545555702330196, -75.10881921264348 -3.54471396736826, -75.10923879532511 -3.543826834323651, -75.10956940335731 -3.542902846772545, -75.10980785280402 -3.541950903220161, -75.10995184726671 -3.540980171403296, -75.11 -3.54, -75.10995184726671 -3.539019828596704, -75.10980785280402 -3.538049096779839, -75.10956940335731 -3.537097153227455, -75.10923879532511 -3.536173165676349, -75.10881921264348 -3.53528603263174, -75.10831469612302 -3.534444297669804, -75.10773010453362 -3.533656067158363, -75.10707106781186 -3.532928932188135, -75.10634393284163 -3.532269895466372, -75.1055557023302 -3.531685303876975, -75.10471396736826 -3.531180787356516, -75.10382683432364 -3.530761204674887, -75.10290284677254 -3.530430596642678, -75.10195090322016 -3.530192147195968, -75.1009801714033 -3.530048152733278, -75.1 -3.53, -75.0990198285967 -3.530048152733278, -75.09804909677983 -3.530192147195968, -75.09709715322745 -3.530430596642678, -75.09617316567635 -3.530761204674887, -75.09528603263173 -3.531180787356516, -75.0944442976698 -3.531685303876975, -75.09365606715836 -3.532269895466372, -75.09292893218813 -3.532928932188135, -75.09226989546637 -3.533656067158363, -75.09168530387697 -3.534444297669804, -75.0911807873565 -3.53528603263174, -75.09076120467488 -3.536173165676349, -75.09043059664268 -3.537097153227455, -75.09019214719596 -3.538049096779839, -75.09004815273327 -3.539019828596704, -75.09 -3.54))"
-75.1,-3.29,0.0,"POLYGON ((-75.09 -3.29, -75.09004815273327 -3.290980171403296, -75.09019214719596 -3.291950903220161, -75.09043059664268 -3.292902846772545, -75.09076120467488 -3.293826834323651, -75.0911807873565 -3.29471396736826, -75.09168530387697 -3.295555702330196, -75.09226989546637 -3.296343932841637, -75.09292893218813 -3.297071067811865, -75.09365606715836 -3.297730104533628, -75.0944442976698 -3.298314696123025, -75.09528603263173 -3.298819212643484, -75.09617316567635 -3.299238795325113, -75.09709715322745 -3.299569403357322, -75.09804909677983 -3.299807852804032, -75.0990198285967 -3.299951847266722, -75.1 -3.3, -75.1009801714033 -3.299951847266722, -75.10195090322016 -3.299807852804032, -75.10290284677254 -3.299569403357322, -75.10382683432364 -3.299238795325113, -75.10471396736826 -3.298819212643484, -75.1055557023302 -3.298314696123025, -75.10634393284163 -3.297730104533628, -75.10707106781186 -3.297071067811865, -75.10773010453362 -3.296343932841637, -75.10831469612302 -3.295555702330196, -75.10881921264348 -3.29471396736826, -75.10923879532511 -3.293826834323651, -75.10956940335731 -3.292902846772545, -75.10980785280402 -3.291950903220161, -75.10995184726671 -3.290980171403296, -75.11 -3.29, -75.10995184726671 -3.289019828596704, -75.10980785280402 -3.288049096779839, -75.10956940335731 -3.287097153227455, -75.10923879532511 -3.286173165676349, -75.10881921264348 -3.28528603263174, -75.10831469612302 -3.284444297669804, -75.10773010453362 -3.283656067158363, -75.10707106781186 -3.282928932188135, -75.10634393284163 -3.282269895466372, -75.1055557023302 -3.281685303876975, -75.10471396736826 -3.281180787356516, -75.10382683432364 -3.280761204674887, -75.10290284677254 -3.280430596642678, -75.10195090322016 -3.280192147195968, -75.1009801714033 -3.280048152733278, -75.1 -3.28, -75.0990198285967 -3.280048152733278, -75.09804909677983 -3.280192147195968, -75.09709715322745 -3.280430596642678, -75.09617316567635 -3.280761204674887, -75.09528603263173 -3.281180787356516, -75.0944442976698 -3.281685303876975, -75.09365606715836 -3.282269895466372, -75.09292893218813 -3.282928932188135, -75.09226989546637 -3.283656067158363, -75.09168530387697 -3.284444297669804, -75.0911807873565 -3.28528603263174, -75.09076120467488 -3.286173165676349, -75.09043059664268 -3.287097153227455, -75.09019214719596 -3.288049096779839, -75.09004815273327 -3.289019828596704, -75.09 -3.29))"
-75.1,-3.04,0.0,"POLYGON ((-75.09 -3.04, -75.09004815273327 -3.040980171403296, -75.09019214719596 -3.041950903220161, -75.09043059664268 -3.042902846772545, -75.09076120467488 -3.043826834323651, -75.0911807873565 -3.04471396736826, -75.09168530387697 -3.045555702330196, -75.09226989546637 -3.046343932841637, -75.09292893218813 -3.047071067811865, -75.09365606715836 -3.047730104533628, -75.0944442976698 -3.048314696123025, -75.09528603263173 -3.048819212643484, -75.09617316567635 -3.049238795325113, -75.09709715322745 -3.049569403357322, -75.09804909677983 -3.049807852804032, -75.0990198285967 -3.049951847266722, -75.1 -3.05, -75.1009801714033 -3.049951847266722, -75.10195090322016 -3.049807852804032, -75.10290284677254 -3.049569403357322, -75.10382683432364 -3.049238795325113, -75.10471396736826 -3.048819212643484, -75.1055557023302 -3.048314696123025, -75.10634393284163 -3.047730104533628, -75.10707106781186 -3.047071067811865, -75.10773010453362 -3.046343932841637, -75.10831469612302 -3.045555702330196, -75.10881921264348 -3.04471396736826, -75.10923879532511 -3.043826834323651, -75.10956940335731 -3.042902846772545, -75.10980785280402 -3.041950903220161, -75.10995184726671 -3.040980171403296, -75.11 -3.04, -75.10995184726671 -3.039019828596704, -75.10980785280402 -3.038049096779839, -75.10956940335731 -3.037097153227455, -75.10923879532511 -3.036173165676349, -75.10881921264348 -3.03528603263174, -75.10831469612302 -3.034444297669804, -75.10773010453362 -3.033656067158363, -75.10707106781186 -3.032928932188135, -75.10634393284163 -3.032269895466372, -75.1055557023302 -3.031685303876975, -75.10471396736826 -3.031180787356516, -75.10382683432364 -3.030761204674887, -75.10290284677254 -3.030430596642678, -75.10195090322016 -3.030192147195968, -75.1009801714033 -3.030048152733278, -75.1 -3.03, -75.0990198285967 -3.030048152733278, -75.09804909677983 -3.030192147195968, -75.09709715322745 -3.030430596642678, -75.09617316567635 -3.030761204674887, -75.09528603263173 -3.031180787356516, -75.0944442976698 -3.031685303876975, -75.09365606715836 -3.032269895466372, -75.09292893218813 -3.032928932188135, -75.09226989546637 -3.033656067158363, -75.09168530387697 -3.034444297669804, -75.0911807873565 -3.03528603263174, -75.09076120467488 -3.036173165676349, -75.09043059664268 -3.037097153227455, -75.09019214719596 -3.038049096779839, -75.09004815273327 -3.039019828596704, -75.09 -3.04))"
-75.1,-2.79,0.0,"POLYGON ((-75.09 -2.79, -75.09004815273327 -2.790980171403296, -75.09019214719596 -2.791950903220161, -75.09043059664268 -2.792902846772545, -75.09076120467488 -2.793826834323651, -75.0911807873565 -2.79471396736826, -75.09168530387697 -2.795555702330196, -75.09226989546637 -2.796343932841637, -75.09292893218813 -2.797071067811865, -75.09365606715836 -2.797730104533628, -75.0944442976698 -2.798314696123025, -75.09528603263173 -2.798819212643484, -75.09617316567635 -2.799238795325113, -75.09709715322745 -2.799569403357322, -75.09804909677983 -2.799807852804032, -75.0990198285967 -2.799951847266722, -75.1 -2.8, -75.1009801714033 -2.799951847266722, -75.10195090322016 -2.799807852804032, -75.10290284677254 -2.799569403357322, -75.10382683432364 -2.799238795325113, -75.10471396736826 -2.798819212643484, -75.1055557023302 -2.798314696123025, -75.10634393284163 -2.797730104533628, -75.10707106781186 -2.797071067811865, -75.10773010453362 -2.796343932841637, -75.10831469612302 -2.795555702330196, -75.10881921264348 -2.79471396736826, -75.10923879532511 -2.793826834323651, -75.10956940335731 -2.792902846772545, -75.10980785280402 -2.791950903220161, -75.10995184726671 -2.790980171403296, -75.11 -2.79, -75.10995184726671 -2.789019828596704, -75.10980785280402 -2.788049096779839, -75.10956940335731 -2.787097153227455, -75.10923879532511 -2.786173165676349, -75.10881921264348 -2.78528603263174, -75.10831469612302 -2.784444297669804, -75.10773010453362 -2.783656067158363, -75.10707106781186 -2.782928932188135, -75.10634393284163 -2.782269895466372, -75.1055557023302 -2.781685303876975, -75.10471396736826 -2.781180787356516, -75.10382683432364 -2.780761204674887, -75.10290284677254 -2.780430596642678, -75.10195090322016 -2.780192147195968, -75.1009801714033 -2.780048152733278, -75.1 -2.78, -75.0990198285967 -2.780048152733278, -75.09804909677983 -2.780192147195968, -75.09709715322745 -2.780430596642678, -75.09617316567635 -2.780761204674887, -75.09528603263173 -2.781180787356516, -75.0944442976698 -2.781685303876975, -75.09365606715836 -2.782269895466372, -75.09292893218813 -2.782928932188135, -75.09226989546637 -2.783656067158363, -75.09168530387697 -2.784444297669804, -75.0911807873565 -2.78528603263174, -75.09076120467488 -2.786173165676349, -75.09043059664268 -2.787097153227455, -75.09019214719596 -2.788049096779839, -75.09004815273327 -2.789019828596704, -75.09 -2.79))"
-75.1,-2.54,0.0,"POLYGON ((-75.09 -2.54, -75.09004815273327 -2.540980171403296, -75.09019214719596 -2.541950903220161, -75.09043059664268 -2.542902846772545, -75.09076120467488 -2.543826834323651, -75.0911807873565 -2.54471396736826, -75.09168530387697 -2.545555702330196, -75.09226989546637 -2.546343932841637, -75.09292893218813 -2.547071067811865, -75.09365606715836 -2.547730104533628, -75.0944442976698 -2.548314696123025, -75.09528603263173 -2.548819212643484, -75.09617316567635 -2.549238795325113, -75.09709715322745 -2.549569403357322, -75.09804909677983 -2.549807852804032, -75.0990198285967 -2.549951847266722, -75.1 -2.55, -75.1009801714033 -2.549951847266722, -75.10195090322016 -2.549807852804032, -75.10290284677254 -2.549569403357322, -75.10382683432364 -2.549238795325113, -75.10471396736826 -2.548819212643484, -75.1055557023302 -2.548314696123025, -75.10634393284163 -2.547730104533628, -75.10707106781186 -2.547071067811865, -75.10773010453362 -2.546343932841637, -75.10831469612302 -2.545555702330196, -75.10881921264348 -2.54471396736826, -75.10923879532511 -2.543826834323651, -75.10956940335731 -2.542902846772545, -75.10980785280402 -2.541950903220161, -75.10995184726671 -2.540980171403296, -75.11 -2.54, -75.10995184726671 -2.539019828596704, -75.10980785280402 -2.538049096779839, -75.10956940335731 -2.537097153227455, -75.10923879532511 -2.536173165676349, -75.10881921264348 -2.53528603263174, -75.10831469612302 -2.534444297669804, -75.10773010453362 -2.533656067158363, -75.10707106781186 -2.532928932188135, -75.10634393284163 -2.532269895466372, -75.1055557023302 -2.531685303876975, -75.10471396736826 -2.531180787356516, -75.10382683432364 -2.530761204674887, -75.10290284677254 -2.530430596642678, -75.10195090322016 -2.530192147195968, -75.1009801714033 -2.530048152733278, -75.1 -2.53, -75.0990198285967 -2.530048152733278, -75.09804909677983 -2.530192147195968, -75.09709715322745 -2.530430596642678, -75.09617316567635 -2.530761204674887, -75.09528603263173 -2.531180787356516, -75.0944442976698 -2.531685303876975, -75.09365606715836 -2.532269895466372, -75.09292893218813 -2.532928932188135, -75.09226989546637 -2.533656067158363, -75.09168530387697 -2.534444297669804, -75.0911807873565 -2.53528603263174, -75.09076120467488 -2.536173165676349, -75.09043059664268 -2.537097153227455, -75.09019214719596 -2.538049096779839, -75.09004815273327 -2.539019828596704, -75.09 -2.54))"
-75.1,-2.29,0.0,"POLYGON ((-75.09 -2.29, -75.09004815273327 -2.290980171403296, -75.09019214719596 -2.291950903220161, -75.09043059664268 -2.292902846772545, -75.09076120467488 -2.293826834323651, -75.0911807873565 -2.29471396736826, -75.09168530387697 -2.295555702330196, -75.09226989546637 -2.296343932841637, -75.09292893218813 -2.297071067811865, -75.09365606715836 -2.297730104533628, -75.0944442976698 -2.298314696123025, -75.09528603263173 -2.298819212643484, -75.09617316567635 -2.299238795325113, -75.09709715322745 -2.299569403357322, -75.09804909677983 -2.299807852804032, -75.0990198285967 -2.299951847266722, -75.1 -2.3, -75.1009801714033 -2.299951847266722, -75.10195090322016 -2.299807852804032, -75.10290284677254 -2.299569403357322, -75.10382683432364 -2.299238795325113, -75.10471396736826 -2.298819212643484, -75.1055557023302 -2.298314696123025, -75.10634393284163 -2.297730104533628, -75.10707106781186 -2.297071067811865, -75.10773010453362 -2.296343932841637, -75.10831469612302 -2.295555702330196, -75.10881921264348 -2.29471396736826, -75.10923879532511 -2.293826834323651, -75.10956940335731 -2.292902846772545, -75.10980785280402 -2.291950903220161, -75.10995184726671 -2.290980171403296, -75.11 -2.29, -75.10995184726671 -2.289019828596704, -75.10980785280402 -2.288049096779839, -75.10956940335731 -2.287097153227455, -75.10923879532511 -2.286173165676349, -75.10881921264348 -2.28528603263174, -75.10831469612302 -2.284444297669804, -75.10773010453362 -2.283656067158363, -75.10707106781186 -2.282928932188135, -75.10634393284163 -2.282269895466372, -75.1055557023302 -2.281685303876975, -75.10471396736826 -2.281180787356516, -75.10382683432364 -2.280761204674887, -75.10290284677254 -2.280430596642678, -75.10195090322016 -2.280192147195968, -75.1009801714033 -2.280048152733278, -75.1 -2.28, -75.0990198285967 -2.280048152733278, -75.09804909677983 -2.280192147195968, -75.09709715322745 -2.280430596642678, -75.09617316567635 -2.280761204674887, -75.09528603263173 -2.281180787356516, -75.0944442976698 -2.281685303876975, -75.09365606715836 -2.282269895466372, -75.09292893218813 -2.282928932188135, -75.09226989546637 -2.283656067158363, -75.09168530387697 -2.284444297669804, -75.0911807873565 -2.28528603263174, -75.09076120467488 -2.286173165676349, -75.09043059664268 -2.287097153227455, -75.09019214719596 -2.288049096779839, -75.09004815273327 -2.289019828596704, -75.09 -2.29))"
-75.1,-2.04,0.0,"POLYGON ((-75.09 -2.04, -75.09004815273327 -2.040980171403296, -75.09019214719596 -2.041950903220161, -75.09043059664268 -2.042902846772545, -75.09076120467488 -2.043826834323651, -75.0911807873565 -2.04471396736826, -75.09168530387697 -2.045555702330196, -75.09226989546637 -2.046343932841637, -75.09292893218813 -2.047071067811865, -75.09365606715836 -2.047730104533628, -75.0944442976698 -2.048314696123025, -75.09528603263173 -2.048819212643484, -75.09617316567635 -2.049238795325113, -75.09709715322745 -2.049569403357322, -75.09804909677983 -2.049807852804032, -75.0990198285967 -2.049951847266722, -75.1 -2.05, -75.1009801714033 -2.049951847266722, -75.10195090322016 -2.049807852804032, -75.10290284677254 -2.049569403357322, -75.10382683432364 -2.049238795325113, -75.10471396736826 -2.048819212643484, -75.1055557023302 -2.048314696123025, -75.10634393284163 -2.047730104533628, -75.10707106781186 -2.047071067811865, -75.10773010453362 -2.046343932841637, -75.10831469612302 -2.045555702330196, -75.10881921264348 -2.04471396736826, -75.10923879532511 -2.043826834323651, -75.10956940335731 -2.042902846772545, -75.10980785280402 -2.041950903220161, -75.10995184726671 -2.040980171403296, -75.11 -2.04, -75.10995184726671 -2.039019828596704, -75.10980785280402 -2.038049096779839, -75.10956940335731 -2.037097153227455, -75.10923879532511 -2.036173165676349, -75.10881921264348 -2.03528603263174, -75.10831469612302 -2.034444297669804, -75.10773010453362 -2.033656067158363, -75.10707106781186 -2.032928932188135, -75.10634393284163 -2.032269895466372, -75.1055557023302 -2.031685303876975, -75.10471396736826 -2.031180787356516, -75.10382683432364 -2.030761204674887, -75.10290284677254 -2.030430596642678, -75.10195090322016 -2.030192147195968, -75.1009801714033 -2.030048152733278, -75.1 -2.03, -75.0990198285967 -2.030048152733278, -75.09804909677983 -2.030192147195968, -75.09709715322745 -2.030430596642678, -75.09617316567635 -2.030761204674887, -75.09528603263173 -2.031180787356516, -75.0944442976698 -2.031685303876975, -75.09365606715836 -2.032269895466372, -75.09292893218813 -2.032928932188135, -75.09226989546637 -2.033656067158363, -75.09168530387697 -2.034444297669804, -75.0911807873565 -2.03528603263174, -75.09076120467488 -2.036173165676349, -75.09043059664268 -2.037097153227455, -75.09019214719596 -2.038049096779839, -75.09004815273327 -2.039019828596704, -75.09 -2.04))"
-75.1,-1.79,0.0,"POLYGON ((-75.09 -1.79, -75.09004815273327 -1.790980171403296, -75.09019214719596 -1.791950903220161, -75.09043059664268 -1.792902846772545, -75.09076120467488 -1.793826834323651, -75.0911807873565 -1.79471396736826, -75.09168530387697 -1.795555702330196, -75.09226989546637 -1.796343932841636, -75.09292893218813 -1.797071067811866, -75.09365606715836 -1.797730104533627, -75.0944442976698 -1.798314696123025, -75.09528603263173 -1.798819212643484, -75.09617316567635 -1.799238795325113, -75.09709715322745 -1.799569403357322, -75.09804909677983 -1.799807852804032, -75.0990198285967 -1.799951847266722, -75.1 -1.8, -75.1009801714033 -1.799951847266722, -75.10195090322016 -1.799807852804032, -75.10290284677254 -1.799569403357322, -75.10382683432364 -1.799238795325113, -75.10471396736826 -1.798819212643484, -75.1055557023302 -1.798314696123025, -75.10634393284163 -1.797730104533627, -75.10707106781186 -1.797071067811866, -75.10773010453362 -1.796343932841636, -75.10831469612302 -1.795555702330196, -75.10881921264348 -1.79471396736826, -75.10923879532511 -1.793826834323651, -75.10956940335731 -1.792902846772545, -75.10980785280402 -1.791950903220161, -75.10995184726671 -1.790980171403296, -75.11 -1.79, -75.10995184726671 -1.789019828596704, -75.10980785280402 -1.788049096779839, -75.10956940335731 -1.787097153227455, -75.10923879532511 -1.786173165676349, -75.10881921264348 -1.78528603263174, -75.10831469612302 -1.784444297669804, -75.10773010453362 -1.783656067158364, -75.10707106781186 -1.782928932188135, -75.10634393284163 -1.782269895466373, -75.1055557023302 -1.781685303876975, -75.10471396736826 -1.781180787356516, -75.10382683432364 -1.780761204674887, -75.10290284677254 -1.780430596642678, -75.10195090322016 -1.780192147195968, -75.1009801714033 -1.780048152733278, -75.1 -1.78, -75.0990198285967 -1.780048152733278, -75.09804909677983 -1.780192147195968, -75.09709715322745 -1.780430596642678, -75.09617316567635 -1.780761204674887, -75.09528603263173 -1.781180787356516, -75.0944442976698 -1.781685303876975, -75.09365606715836 -1.782269895466373, -75.09292893218813 -1.782928932188135, -75.09226989546637 -1.783656067158364, -75.09168530387697 -1.784444297669804, -75.0911807873565 -1.78528603263174, -75.09076120467488 -1.786173165676349, -75.09043059664268 -1.787097153227455, -75.09019214719596 -1.788049096779839, -75.09004815273327 -1.789019828596704, -75.09 -1.79))"
-75.1,-1.54,0.0,"POLYGON ((-75.09 -1.54, -75.09004815273327 -1.540980171403296, -75.09019214719596 -1.541950903220161, -75.09043059664268 -1.542902846772545, -75.09076120467488 -1.543826834323651, -75.0911807873565 -1.54471396736826, -75.09168530387697 -1.545555702330196, -75.09226989546637 -1.546343932841636, -75.09292893218813 -1.547071067811866, -75.09365606715836 -1.547730104533627, -75.0944442976698 -1.548314696123025, -75.09528603263173 -1.548819212643484, -75.09617316567635 -1.549238795325113, -75.09709715322745 -1.549569403357322, -75.09804909677983 -1.549807852804032, -75.0990198285967 -1.549951847266722, -75.1 -1.55, -75.1009801714033 -1.549951847266722, -75.10195090322016 -1.549807852804032, -75.10290284677254 -1.549569403357322, -75.10382683432364 -1.549238795325113, -75.10471396736826 -1.548819212643484, -75.1055557023302 -1.548314696123025, -75.10634393284163 -1.547730104533627, -75.10707106781186 -1.547071067811866, -75.10773010453362 -1.546343932841636, -75.10831469612302 -1.545555702330196, -75.10881921264348 -1.54471396736826, -75.10923879532511 -1.543826834323651, -75.10956940335731 -1.542902846772545, -75.10980785280402 -1.541950903220161, -75.10995184726671 -1.540980171403296, -75.11 -1.54, -75.10995184726671 -1.539019828596704, -75.10980785280402 -1.538049096779839, -75.10956940335731 -1.537097153227455, -75.10923879532511 -1.536173165676349, -75.10881921264348 -1.53528603263174, -75.10831469612302 -1.534444297669804, -75.10773010453362 -1.533656067158364, -75.10707106781186 -1.532928932188135, -75.10634393284163 -1.532269895466373, -75.1055557023302 -1.531685303876975, -75.10471396736826 -1.531180787356516, -75.10382683432364 -1.530761204674887, -75.10290284677254 -1.530430596642678, -75.10195090322016 -1.530192147195968, -75.1009801714033 -1.530048152733278, -75.1 -1.53, -75.0990198285967 -1.530048152733278, -75.09804909677983 -1.530192147195968, -75.09709715322745 -1.530430596642678, -75.09617316567635 -1.530761204674887, -75.09528603263173 -1.531180787356516, -75.0944442976698 -1.531685303876975, -75.09365606715836 -1.532269895466373, -75.09292893218813 -1.532928932188135, -75.09226989546637 -1.533656067158364, -75.09168530387697 -1.534444297669804, -75.0911807873565 -1.53528603263174, -75.09076120467488 -1.536173165676349, -75.09043059664268 -1.537097153227455, -75.09019214719596 -1.538049096779839, -75.09004815273327 -1.539019828596704, -75.09 -1.54))"
-75.1,-1.29,0.0,"POLYGON ((-75.09 -1.29, -75.09004815273327 -1.290980171403296, -75.09019214719596 -1.291950903220161, -75.09043059664268 -1.292902846772545, -75.09076120467488 -1.293826834323651, -75.0911807873565 -1.29471396736826, -75.09168530387697 -1.295555702330196, -75.09226989546637 -1.296343932841636, -75.09292893218813 -1.297071067811866, -75.09365606715836 -1.297730104533627, -75.0944442976698 -1.298314696123025, -75.09528603263173 -1.298819212643484, -75.09617316567635 -1.299238795325113, -75.09709715322745 -1.299569403357322, -75.09804909677983 -1.299807852804032, -75.0990198285967 -1.299951847266722, -75.1 -1.3, -75.1009801714033 -1.299951847266722, -75.10195090322016 -1.299807852804032, -75.10290284677254 -1.299569403357322, -75.10382683432364 -1.299238795325113, -75.10471396736826 -1.298819212643484, -75.1055557023302 -1.298314696123025, -75.10634393284163 -1.297730104533627, -75.10707106781186 -1.297071067811866, -75.10773010453362 -1.296343932841636, -75.10831469612302 -1.295555702330196, -75.10881921264348 -1.29471396736826, -75.10923879532511 -1.293826834323651, -75.10956940335731 -1.292902846772545, -75.10980785280402 -1.291950903220161, -75.10995184726671 -1.290980171403296, -75.11 -1.29, -75.10995184726671 -1.289019828596704, -75.10980785280402 -1.288049096779839, -75.10956940335731 -1.287097153227455, -75.10923879532511 -1.286173165676349, -75.10881921264348 -1.28528603263174, -75.10831469612302 -1.284444297669804, -75.10773010453362 -1.283656067158364, -75.10707106781186 -1.282928932188135, -75.10634393284163 -1.282269895466373, -75.1055557023302 -1.281685303876975, -75.10471396736826 -1.281180787356516, -75.10382683432364 -1.280761204674887, -75.10290284677254 -1.280430596642678, -75.10195090322016 -1.280192147195968, -75.1009801714033 -1.280048152733278, -75.1 -1.28, -75.0990198285967 -1.280048152733278, -75.09804909677983 -1.280192147195968, -75.09709715322745 -1.280430596642678, -75.09617316567635 -1.280761204674887, -75.09528603263173 -1.281180787356516, -75.0944442976698 -1.281685303876975, -75.09365606715836 -1.282269895466373, -75.09292893218813 -1.282928932188135, -75.09226989546637 -1.283656067158364, -75.09168530387697 -1.284444297669804, -75.0911807873565 -1.28528603263174, -75.09076120467488 -1.286173165676349, -75.09043059664268 -1.287097153227455, -75.09019214719596 -1.288049096779839, -75.09004815273327 -1.289019828596704, -75.09 -1.29))"
-75.1,-1.04,0.0,"POLYGON ((-75.09 -1.04, -75.09004815273327 -1.040980171403296, -75.09019214719596 -1.041950903220161, -75.09043059664268 -1.042902846772545, -75.09076120467488 -1.043826834323651, -75.0911807873565 -1.04471396736826, -75.09168530387697 -1.045555702330196, -75.09226989546637 -1.046343932841636, -75.09292893218813 -1.047071067811866, -75.09365606715836 -1.047730104533627, -75.0944442976698 -1.048314696123025, -75.09528603263173 -1.048819212643484, -75.09617316567635 -1.049238795325113, -75.09709715322745 -1.049569403357322, -75.09804909677983 -1.049807852804032, -75.0990198285967 -1.049951847266722, -75.1 -1.05, -75.1009801714033 -1.049951847266722, -75.10195090322016 -1.049807852804032, -75.10290284677254 -1.049569403357322, -75.10382683432364 -1.049238795325113, -75.10471396736826 -1.048819212643484, -75.1055557023302 -1.048314696123025, -75.10634393284163 -1.047730104533627, -75.10707106781186 -1.047071067811866, -75.10773010453362 -1.046343932841636, -75.10831469612302 -1.045555702330196, -75.10881921264348 -1.04471396736826, -75.10923879532511 -1.043826834323651, -75.10956940335731 -1.042902846772545, -75.10980785280402 -1.041950903220161, -75.10995184726671 -1.040980171403296, -75.11 -1.04, -75.10995184726671 -1.039019828596704, -75.10980785280402 -1.038049096779839, -75.10956940335731 -1.037097153227455, -75.10923879532511 -1.036173165676349, -75.10881921264348 -1.03528603263174, -75.10831469612302 -1.034444297669804, -75.10773010453362 -1.033656067158364, -75.10707106781186 -1.032928932188135, -75.10634393284163 -1.032269895466373, -75.1055557023302 -1.031685303876975, -75.10471396736826 -1.031180787356516, -75.10382683432364 -1.030761204674887, -75.10290284677254 -1.030430596642678, -75.10195090322016 -1.030192147195968, -75.1009801714033 -1.030048152733278, -75.1 -1.03, -75.0990198285967 -1.030048152733278, -75.09804909677983 -1.030192147195968, -75.09709715322745 -1.030430596642678, -75.09617316567635 -1.030761204674887, -75.09528603263173 -1.031180787356516, -75.0944442976698 -1.031685303876975, -75.09365606715836 -1.032269895466373, -75.09292893218813 -1.032928932188135, -75.09226989546637 -1.033656067158364, -75.09168530387697 -1.034444297669804, -75.0911807873565 -1.03528603263174, -75.09076120467488 -1.036173165676349, -75.09043059664268 -1.037097153227455, -75.09019214719596 -1.038049096779839, -75.09004815273327 -1.039019828596704, -75.09 -1.04))"
-75.1,-0.79,0.0,"POLYGON ((-75.09 -0.79, -75.09004815273327 -0.790980171403296, -75.09019214719596 -0.791950903220161, -75.09043059664268 -0.792902846772545, -75.09076120467488 -0.793826834323651, -75.0911807873565 -0.79471396736826, -75.09168530387697 -0.795555702330196, -75.09226989546637 -0.796343932841637, -75.09292893218813 -0.797071067811866, -75.09365606715836 -0.797730104533627, -75.0944442976698 -0.798314696123026, -75.09528603263173 -0.798819212643484, -75.09617316567635 -0.799238795325113, -75.09709715322745 -0.799569403357322, -75.09804909677983 -0.799807852804032, -75.0990198285967 -0.799951847266722, -75.1 -0.8, -75.1009801714033 -0.799951847266722, -75.10195090322016 -0.799807852804032, -75.10290284677254 -0.799569403357322, -75.10382683432364 -0.799238795325113, -75.10471396736826 -0.798819212643484, -75.1055557023302 -0.798314696123026, -75.10634393284163 -0.797730104533627, -75.10707106781186 -0.797071067811866, -75.10773010453362 -0.796343932841637, -75.10831469612302 -0.795555702330196, -75.10881921264348 -0.79471396736826, -75.10923879532511 -0.793826834323651, -75.10956940335731 -0.792902846772545, -75.10980785280402 -0.791950903220161, -75.10995184726671 -0.790980171403296, -75.11 -0.79, -75.10995184726671 -0.789019828596704, -75.10980785280402 -0.788049096779839, -75.10956940335731 -0.787097153227455, -75.10923879532511 -0.786173165676349, -75.10881921264348 -0.78528603263174, -75.10831469612302 -0.784444297669804, -75.10773010453362 -0.783656067158364, -75.10707106781186 -0.782928932188135, -75.10634393284163 -0.782269895466373, -75.1055557023302 -0.781685303876975, -75.10471396736826 -0.781180787356517, -75.10382683432364 -0.780761204674887, -75.10290284677254 -0.780430596642678, -75.10195090322016 -0.780192147195968, -75.1009801714033 -0.780048152733278, -75.1 -0.78, -75.0990198285967 -0.780048152733278, -75.09804909677983 -0.780192147195968, -75.09709715322745 -0.780430596642678, -75.09617316567635 -0.780761204674887, -75.09528603263173 -0.781180787356517, -75.0944442976698 -0.781685303876975, -75.09365606715836 -0.782269895466373, -75.09292893218813 -0.782928932188135, -75.09226989546637 -0.783656067158364, -75.09168530387697 -0.784444297669804, -75.0911807873565 -0.78528603263174, -75.09076120467488 -0.786173165676349, -75.09043059664268 -0.787097153227455, -75.09019214719596 -0.788049096779839, -75.09004815273327 -0.789019828596704, -75.09 -0.79))"
